Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,AAA_ref,AAC_ref,AAG_ref,AAT_ref,ACA_ref,ACC_ref,ACG_ref,ACT_ref,AGA_ref,AGC_ref,AGG_ref,ATA_ref,ATC_ref,ATG_ref,CAA_ref,CAC_ref,CAG_ref,CCA_ref,CCC_ref,CCG_ref,CGA_ref,CGC_ref,CTA_ref,CTC_ref,GAA_ref,GAC_ref,GCA_ref,GCC_ref,GGA_ref,GTA_ref,TAA_ref,TCA_ref,cadd_mean,cadd_var,exp_mean,exp_var,class
AKT1,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,28.0,1443.0,0.0,0.0,0.0,1.0,0.928571429,0.092079929,0.0,0.0,0.092079929,0.321502428,0.862285714,0.0,28.0,28.0,1.0,0.0,0.0,2.4e-09,19.44105606,247.0,0.03599851,0.002771845,253.0,4.599322,1.4097561,7.723077,1.7891694,-1.492,0.13426439,0.084113232,0.000397232,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,0,0,0,24.3883125,19.25739822,8.415790081558635,15.262238103705238,1.0
NTRK2,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0,0.0,0.0,0.0,0.0,9.0,9.0,2517.0,0.0,0.222222222,0.0,0.777777778,0.0,1.0,0.0,0.0,0.929896694,0.601678177,0.667666667,0.0,7.0,9.0,0.50530571,1.0,0.103680664,0.33866663,14.08875677,692.0,0.001115233,4.82e-05,24.0,-4.9071427,2.0304354,1.9314285,0.10079514,-11.7457144,3.2072738,0.498891832,0.071371134,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,1,2,0,0,1,20.16788889,111.4316114,7.626194783654863,16.752639703310916,1.0
AR,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0,0.0,0.0,1.0,0.0,8.0,9.0,2763.0,0.0,0.222222222,0.0,0.555555556,0.0,1.0,0.111111111,0.0,0.719586776,0.633974039,0.767333333,0.111111111,5.0,9.0,0.997008973,0.0,0.00082,1.61e-07,16.69626801,451.7086957,-0.007090065,0.001675864,226.0,5.230625,3.2651287,7.6866664,4.156252,-2.1375,0.12090893,4.099707764,3.540256424,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,23.38909091,97.63288909,6.494849349600472,13.092722384177987,1.0
RET,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0,0.0,0.0,5.0,0.0,7.0,11.0,3345.0,0.0,0.0,0.0,0.583333333,0.0,1.0,0.333333333,0.083333333,0.814038036,0.854981225,0.740416667,0.0,7.0,12.0,0.708717222,1.0,0.176366843,0.48239667,18.79254916,563.0,-0.01916108,0.000140308,30.0,-0.28615384,1.5190158,5.3714287,0.9616454,-6.886667,1.4331671,0.099435306,0.003487807,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,18.99575,38.85577493,7.181409002994416,15.6301726918443,1.0
KDR,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0,0.0,0.0,0.0,1.0,9.0,9.0,4071.0,0.0,0.0,0.0,0.9,0.0,1.0,0.1,0.0,1.0,0.787890102,0.5515,0.0,9.0,10.0,0.538213132,0.986735055,0.176865936,0.479182028,17.41855267,706.0,0.002962429,4.5e-05,31.0,-2.726111,1.0937097,3.7977777,0.52518696,-9.25,0.8413208,0.163441183,0.048740194,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,19.93846154,67.89548594,6.906794218871712,12.993116798565003,1.0
NTRK3,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0,1.0,0.0,2.0,0.0,7.0,8.0,2520.0,0.0,0.0,0.111111111,0.666666667,0.0,1.0,0.222222222,0.0,0.833333333,0.552655592,0.746333333,0.0,6.0,9.0,0.733675715,0.967819791,0.804505229,0.973454782,16.92600289,730.0,-0.05718258,1.33e-05,11.0,-0.55473684,0.37490749,1.9392857,0.11772115,-7.538,0.4772102,0.294896759,0.045165622,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0,20.48872727,108.8843592,4.896022693428301,11.5961380387816,1.0
BRCA2,7.0,0.0,2.0,0.0,20.0,2.0,0.0,0,1.0,0.0,9.0,0.0,23.0,29.0,10257.0,0.0,0.0625,0.03125,0.625,0.0,1.0,0.21875,0.0625,0.779879494,1.112473759,0.75140625,0.0,20.0,32.0,0.00017,1.0,0.683060109,0.943423781,17.75564393,462.0,0.04401204,0.000313968,67.0,-10.906102,4.319455,1.76875,0.21798245,-25.92815,5.05514,0.880186284,0.026479635,1,0,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,6,20.78082609,101.505184,5.219288386531933,10.195088880606024,1.0
SSTR3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,1257.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.810714546,0.579333333,0.0,3.0,3.0,0.526315789,1.0,0.260416667,0.610800095,19.68868606,230.0,0.06713919,0.000206252,13.0,-10.648333,2.941272,0.405,0.000569,-32.755,0.043512523,0.859307968,0.001073585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,18.4434,59.5187928,0.9223358714196036,2.394555022580958,0.0
CHI3L1,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0.0,1.0,7.0,8.0,1152.0,0.0,0.0,0.0,0.875,0.0,1.0,0.125,0.0,0.916666667,0.892143694,0.457375,0.0,7.0,8.0,0.936329588,1.0,0.139801482,0.41486535,18.9533405,453.0,0.03129605,1.93e-06,3.0,14.256471,5.8390576,17.354286,6.600902,-0.19999999,3e-06,1.00115651,0.137411927,0,0,0,0,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,13.691,104.7619985,7.715506897775076,17.64942696353109,0.0
RNF170,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,777.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.595090428,0.416,0.0,1.0,1.0,1.0,1.0,0.932835821,0.997692223,18.96897666,475.0,0.03240386,3.2e-06,6.0,0.32000002,0.001458,0.32000002,0.001458,-9.054254,2.0491246,0.478379658,0.047349577,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.066,36.3782795,6.351330951821768,11.787124960058453,0.0
CRELD1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,1269.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.152531055,0.132,0.0,3.0,3.0,0.119104335,1.0,0.654450262,0.931910792,19.85843896,170.0,0.05360068,2.25e-05,16.0,-8.9525,1.2909183,0.465,0.0003645,-18.37,0.32481807,0.114021064,0.000368608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.97333333,3.972133333,6.522199126429978,11.648324027197932,0.0
ORC1,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,3.0,0.0,8.0,11.0,2586.0,0.0,0.0,0.0,0.727272727,0.0,1.0,0.272727273,0.0,0.875048115,0.893577579,0.542181818,0.0,8.0,11.0,0.494315373,1.0,0.246548323,0.591764612,19.63736569,448.0,0.02630047,1.63e-05,25.0,1.2177273,0.851417,4.7166668,0.6413585,-6.28,0.52153934,0.478379658,0.047349577,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,17.02722222,94.28150169,5.221628862225447,10.37430820102267,0.0
FAM178A,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,3561.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.094775268,0.346666667,0.0,3.0,3.0,0.697836706,1.0,0.491400491,0.840538486,19.9427493,247.0,0.03535493,5.54e-06,4.0,-7.665,2.5857916,9.0503514,4.1325636,-7.665,2.5857916,0.478379658,0.047349577,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,14.521,35.112597,6.849942060250788,11.758554801186731,0.0
SLC4A2,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0,0.0,0.0,0.0,0.0,13.0,13.0,3726.0,0.0,0.076923077,0.0,0.923076923,0.0,1.0,0.0,0.0,1.0,0.621818519,0.547615385,0.0,12.0,13.0,0.662690524,1.0,0.06731287,0.248950177,19.24678281,373.0,0.04144484,5.08e-05,13.0,-0.035000156,2.558282,5.7594117,1.3157475,-14.107144,3.0364959,0.058679202,0.001657161,0,0,0,0,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,4,24.20333333,23.82584706,7.669707690820346,13.672697814034676,0.0
OR10A3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.0,0.0,0.0,0.0,4.0,4.0,945.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.75,1.191302487,0.64375,0.0,2.0,4.0,0.189429816,0.356887937,0.733761599,0.612752356,16.68471027,679.0,0.006089992,0.0,0.0,-1.7977778,0.82492875,2.424,0.1354993,-7.075,1.3507664,0.478379658,0.047349577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,28.386,100.49898,0.2718445098472626,0.5123049662045092,0.0
APPL1,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,2.0,0.0,3.0,5.0,2130.0,0.0,0.0,0.0,0.6,0.0,1.0,0.4,0.0,0.827729377,0.447456527,0.7812,0.0,3.0,5.0,0.577367206,1.0,0.716332378,0.955308742,18.70388161,389.0,0.03279346,0.000298424,42.0,-6.782,2.2481646,0.8433334,0.012409067,-18.22,3.8165268,0.478379658,0.047349577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,22.25,17.49666667,7.464924609738116,12.948521231709725,0.0
C1orf194,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,474.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.477150374,0.492,0.0,2.0,2.0,0.170444861,1.0,0.329924117,0.695774529,19.91694177,215.0,0.0177891,0.0,0.0,-4.8249997,1.0305323,0.44,0.002738,-10.0899994,1.98005,0.478379658,0.047349577,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.955,11.95605,2.4602026626118647,8.5424674817061,0.0
WDR43,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,2.0,0.0,2.0,3.0,2034.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.75,0.891572846,0.6045,0.0,2.0,4.0,0.842459983,1.0,0.362844702,0.730689533,18.86880628,398.0,0.02636753,1.57e-06,13.0,6.20375,0.4244611,6.20375,0.4244611,-9.054254,2.0491246,0.478379658,0.047349577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16.32533333,197.0407253,6.963389113023206,12.096303083228436,0.0
PPP1R3A,3.0,0.0,0.0,0.0,9.0,2.0,1.0,0,0.0,0.0,3.0,0.0,12.0,13.0,3369.0,0.0,0.133333333,0.0,0.6,0.0,1.0,0.2,0.0,0.735343242,1.322008414,0.5316,0.066666667,9.0,15.0,0.829875519,0.99794223,0.076213703,0.272000209,13.57143388,914.0,-0.02144603,4.32e-05,45.0,2.4042308,1.965585,6.977895,1.1274383,-10.01,2.3472197,0.629276951,0.044658963,0,1,1,0,0,1,0,0,7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15.39076471,146.6166976,2.661905866968793,12.207472525578638,0.0
GPAM,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,6.0,2487.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.570877659,0.577428571,0.0,7.0,7.0,0.080147471,1.0,0.988142292,0.999929418,17.34236293,679.0,-0.01279232,8.29e-07,2.0,-0.056249945,0.06233785,1.0472728,0.020553621,-2.484,0.07521979,0.068884787,0.000342047,1,0,1,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,13.96825,94.26509462,7.406140156782985,17.334563408698536,0.0
CCDC74A,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,4.0,1137.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.460627997,0.11775,0.0,4.0,4.0,0.644410893,0.938157203,0.428110149,0.647517802,18.79773941,540.0,0.02930479,0.0,1.0,-3.6585715,1.3800802,3.7233334,0.22159033,-9.195,1.6588144,0.02235499,3.76e-05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,12.361,7.800005,6.682171367866337,14.957395968355936,0.0
NDE1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,2.0,1008.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.310911428,0.734,0.0,3.0,3.0,1.0,1.0,0.749625187,0.965653634,18.91829026,283.0,0.02649925,0.000212442,39.0,0.6942854,2.1901151,8.234999,2.2831287,-9.3600005,0.49207504,0.014218139,1.37e-06,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,13.84,125.0086522,6.596457319700355,11.623857001770904,0.0
KLHL40,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,3.0,1866.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.030824968,0.491666667,0.0,3.0,3.0,0.654450262,1.0,0.442086649,0.802939601,18.49334848,329.0,0.0344656,0.000114579,11.0,-13.383333,4.513964,0.18,1.8e-05,-20.165,5.6836277,0.478379658,0.047349577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,16.2354,102.6206408,5.221628862225447,10.37430820102267,0.0
ITPR1,5.0,0.0,0.0,0.0,18.0,1.0,0.0,0,0.0,0.0,5.0,0.0,19.0,19.0,8232.0,0.0,0.041666667,0.0,0.75,0.0,1.0,0.208333333,0.0,0.840876788,0.505700473,0.70775,0.0,18.0,24.0,0.290360046,0.458152241,0.062088663,0.129706797,18.14890055,395.0,0.01894929,0.000317057,33.0,2.089149,0.7400583,4.7672726,0.72796997,-4.2235713,0.21551594,0.061129646,7.24e-05,0,0,1,0,1,0,2,0,2,2,1,2,0,0,0,0,1,0,0,1,3,1,1,1,0,0,1,0,1,0,0,4,21.12812,99.96284736,7.517036154374752,15.329141642723606,0.0
SQRDL,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0.0,1.0,0.0,3.0,4.0,1353.0,0.0,0.0,0.0,0.75,0.0,1.0,0.25,0.0,1.0,1.074319674,0.64475,0.0,3.0,4.0,0.357781753,1.0,0.81366965,0.981449008,17.61939037,490.0,0.000715701,9.92e-06,11.0,16.679999,12.394837,20.812857,12.866463,-12.25,2.0491246,0.117650994,0.000587415,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.81675,80.54712225,7.490823424031209,13.444009028458131,0.0
OR52K2,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,6.0,945.0,0.0,0.0,0.0,0.833333333,0.0,1.0,0.166666667,0.0,1.0,1.119575717,0.376833333,0.0,5.0,6.0,0.74019245,1.0,0.638569604,0.924983779,18.01067179,862.0,-0.007342764,0.0,0.0,-7.448182,3.2286633,1.1342857,0.04843562,-22.4675,5.9389032,0.478379658,0.047349577,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,16.989125,24.88825184,0.0715479951809721,0.0478208948708646,0.0
BTG4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,672.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.288043771,0.811,0.0,1.0,1.0,0.455580866,1.0,0.438404209,0.799918432,18.54936316,485.0,0.01547763,0.0,1.0,-17.34,5.965058,9.0503514,4.1325636,-17.34,5.965058,1.464002074,0.047349577,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,288.9608,0.2036807598633465,0.4642212174296872,0.0
RHOBTB3,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0.0,0.0,1.0,0.0,4.0,5.0,1836.0,0.0,0.2,0.0,0.6,0.0,1.0,0.2,0.0,0.655458754,0.430565742,0.8106,0.0,3.0,5.0,0.119260584,1.0,0.820344545,0.982798073,18.24217068,242.0,0.04562674,6.35e-05,22.0,9.99,3.948384,11.75375,4.1924696,-4.12,2.0491246,0.052615333,0.000283634,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.255,44.23055,7.554622475809557,15.39536476150973,0.0
DPP4,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0,1.0,0.0,1.0,0.0,9.0,9.0,2301.0,0.0,0.111111111,0.0,0.888888889,0.0,1.0,0.0,0.0,1.0,0.662110036,0.674777778,0.0,8.0,9.0,0.799360512,1.0,0.17624251,0.482180884,17.2300439,528.0,0.009346027,1.55e-06,5.0,-1.1395,0.9710826,2.9261539,0.40430473,-8.69,1.2432281,0.725788232,0.051888312,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,24.207,32.16871222,5.5909859710870204,11.846835038629555,0.0
PPM1D,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0.0,0.0,1.0,0.0,4.0,5.0,1818.0,0.0,0.4,0.0,0.4,0.0,1.0,0.2,0.0,0.590436283,0.484334471,0.8376,0.0,2.0,5.0,0.093057882,1.0,0.897666068,0.994575531,18.13921858,328.0,0.01501526,3.29e-06,6.0,10.42,1.6311554,10.42,1.6311554,-9.054254,2.0491246,0.057637994,0.000942873,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,26.1216,112.5913328,6.039717387337283,11.759178081389754,0.0
