geneid,score
enhancers::chr1:168187000-168188400::NA::NA,1.0
enhancers::chr1:168344400-168345600::NA::NA,0.9999999
enhancers::chr1:168460400-168461600::NA::NA,1.0
enhancers::chr1:168487200-168491400::NA::NA,1.0
enhancers::chr1:168501600-168505000::NA::NA,1.0
enhancers::chr1:168521600-168522200::NA::NA,1.0
enhancers::chr1:168622200-168622800::NA::NA,0.9999999
enhancers::chr1:168642200-168643400::NA::NA,0.9999999
enhancers::chr1:168645200-168646000::NA::NA,0.9999999
enhancers::chr1:168662400-168666200::NA::NA,0.9999999
enhancers::chr1:168666600-168668600::NA::NA,0.9999999
enhancers::chr1:168669600-168670600::NA::NA,0.9999999
enhancers::chr1:168703400-168704000::NA::NA,0.9999999
enhancers::chr1:168706600-168708200::NA::NA,0.9999999
enhancers::chr1:168741800-168742600::NA::NA,0.9999999
enhancers::chr1:168752400-168754200::NA::NA,0.9999999
enhancers::chr1:168761600-168762800::NA::NA,0.9999999
enhancers::chr1:168793200-168794000::NA::NA,0.9999999
enhancers::chr1:168795200-168796000::NA::NA,0.9999999
enhancers::chr1:168800800-168803800::NA::NA,0.9999999
enhancers::chr1:168817000-168818600::NA::NA,0.9999999
enhancers::chr1:168830600-168831400::NA::NA,0.9999999
enhancers::chr1:168837000-168838000::NA::NA,0.9999999
enhancers::chr1:168891200-168891800::NA::NA,0.9999999
enhancers::chr1:168892600-168893800::NA::NA,0.9999999
enhancers::chr1:168907800-168909400::NA::NA,0.9999999
enhancers::chr1:168914800-168915600::NA::NA,0.9999999
enhancers::chr1:168942000-168943000::NA::NA,0.9999999
enhancers::chr1:168973200-168974000::NA::NA,1.0
enhancers::chr1:168994200-168995000::NA::NA,1.0
enhancers::chr1:168996600-168998200::NA::NA,1.0
enhancers::chr1:169047000-169048200::NA::NA,1.0
enhancers::chr1:169124400-169127800::NA::NA,1.0
enhancers::chr1:169129000-169131000::NA::NA,1.0
enhancers::chr1:169162200-169163600::NA::NA,1.0
enhancers::chr1:169164800-169166000::NA::NA,1.0
enhancers::chr1:169177000-169178000::NA::NA,1.0
enhancers::chr1:169187000-169187800::NA::NA,1.0
enhancers::chr1:169206200-169206800::NA::NA,1.0
enhancers::chr1:169219800-169220600::NA::NA,0.9999999
enhancers::chr1:169229000-169230400::NA::NA,0.9999999
enhancers::chr1:169290400-169291000::NA::NA,0.9999999
enhancers::chr1:169296600-169297400::NA::NA,0.9999999
enhancers::chr1:169306600-169308200::NA::NA,0.9999999
enhancers::chr1:169314600-169316000::NA::NA,0.9999999
enhancers::chr1:169317400-169318200::NA::NA,0.9999999
enhancers::chr1:169352400-169353200::NA::NA,0.9999999
enhancers::chr1:169356200-169357000::NA::NA,0.9999999
enhancers::chr1:169442200-169443800::NA::NA,0.9999999
enhancers::chr1:169464200-169465600::NA::NA,0.9999999
enhancers::chr1:169467400-169468600::NA::NA,0.9999999
enhancers::chr1:169481000-169484800::NA::NA,0.9999999
enhancers::chr1:169592600-169594800::NA::NA,1.0
enhancers::chr1:169639800-169641600::NA::NA,0.9999999
enhancers::chr1:171436800-171437800::NA::NA,0.9999995
enhancers::chr1:171449000-171449600::NA::NA,0.9999995
enhancers::chr1:171632600-171636400::NA::NA,0.9999999
enhancers::chr1:171755400-171756000::NA::NA,0.9999999
enhancers::chr1:171757200-171758600::NA::NA,1.0
enhancers::chr1:171766400-171768000::NA::NA,1.0
enhancers::chr1:171802200-171803000::NA::NA,0.9999999
enhancers::chr1:171840600-171842000::NA::NA,0.9999999
enhancers::chr1:171935200-171938800::NA::NA,0.9999999
enhancers::chr1:172009200-172010600::NA::NA,0.9999999
enhancers::chr1:172077800-172079600::NA::NA,0.9999999
enhancers::chr1:172089600-172090800::NA::NA,1.0
enhancers::chr1:172147200-172147800::NA::NA,1.0
enhancers::chr1:172290200-172293200::NA::NA,1.0
enhancers::chr1:172294400-172295600::NA::NA,1.0
enhancers::chr1:172383800-172384400::NA::NA,1.0
enhancers::chr1:172385600-172387200::NA::NA,1.0
enhancers::chr1:172429400-172430400::NA::NA,1.0
enhancers::chr1:172435400-172437000::NA::NA,1.0
enhancers::chr1:172483000-172483600::NA::NA,1.0
enhancers::chr1:172530200-172531000::NA::NA,1.0
enhancers::chr1:172639800-172642200::NA::NA,1.0
enhancers::chr1:172669600-172672800::NA::NA,1.0
enhancers::chr1:172895000-172895800::NA::NA,1.0
enhancers::chr1:172917000-172918400::NA::NA,0.9999999
enhancers::chr1:172923800-172924400::NA::NA,0.9999999
enhancers::chr1:172959800-172960800::NA::NA,0.9999999
enhancers::chr1:173033000-173033800::NA::NA,1.0
enhancers::chr1:173069800-173070600::NA::NA,1.0
enhancers::chr1:173119200-173119800::NA::NA,1.0
enhancers::chr1:173145200-173146000::NA::NA,1.0
enhancers::chr1:173193200-173194200::NA::NA,1.0
enhancers::chr1:173218200-173219000::NA::NA,1.0
enhancers::chr1:173264600-173266000::NA::NA,1.0
enhancers::chr1:173310000-173311200::NA::NA,1.0
enhancers::chr1:173318600-173320400::NA::NA,1.0
enhancers::chr1:173324600-173326200::NA::NA,1.0
enhancers::chr1:173369200-173372000::NA::NA,1.0
enhancers::chr1:173380400-173386600::NA::NA,1.0
enhancers::chr1:173454200-173454800::NA::NA,1.0
enhancers::chr1:173478600-173479600::NA::NA,1.0
enhancers::chr1:173487600-173488600::NA::NA,1.0
enhancers::chr1:173516600-173518600::NA::NA,1.0
enhancers::chr1:173519000-173520000::NA::NA,1.0
enhancers::chr1:173522800-173525200::NA::NA,1.0
enhancers::chr1:173539600-173540200::NA::NA,1.0
enhancers::chr1:173542800-173543400::NA::NA,1.0
enhancers::chr1:173728000-173728600::NA::NA,1.0
enhancers::chr1:173825600-173827000::NA::NA,1.0
enhancers::chr1:173915600-173916200::NA::NA,1.0
enhancers::chr1:173929600-173931200::NA::NA,1.0
enhancers::chr1:174021600-174023200::NA::NA,0.9999999
enhancers::chr1:174037000-174037800::NA::NA,0.9999999
enhancers::chr1:174046400-174047200::NA::NA,0.9999999
enhancers::chr1:174084000-174085400::NA::NA,0.9999999
enhancers::chr1:174100400-174101000::NA::NA,1.0
enhancers::chr1:174121000-174123000::NA::NA,1.0
enhancers::chr1:174235400-174237400::NA::NA,0.9999999
enhancers::chr1:178598200-178599200::NA::NA,0.99999976
enhancers::chr1:179029800-179031200::NA::NA,0.9999999
enhancers::chr1:179046400-179047000::NA::NA,0.9999999
enhancers::chr1:179068400-179069200::NA::NA,0.9999999
enhancers::chr1:179203600-179204400::NA::NA,0.99999976
enhancers::chr1:179256600-179258600::NA::NA,0.99999976
enhancers::chr1:179265000-179272000::NA::NA,0.99999976
enhancers::chr1:179829600-179830200::NA::NA,0.99999976
enhancers::chr1:179898600-179901200::NA::NA,0.99999976
enhancers::chr1:179906800-179908600::NA::NA,0.99999976
enhancers::chr1:179971200-179972000::NA::NA,0.99999976
enhancers::chr1:180064000-180065000::NA::NA,0.99999976
enhancers::chr1:180208400-180209400::NA::NA,0.99999976
enhancers::chr1:180516200-180518600::NA::NA,0.99999964
enhancers::chr1:180539400-180545800::NA::NA,0.99999964
enhancers::chr1:180549200-180551200::NA::NA,0.99999964
enhancers::chr1:180692000-180693400::NA::NA,0.99999964
enhancers::chr1:180957200-180958000::NA::NA,0.99999976
enhancers::chr1:180967400-180968000::NA::NA,0.99999976
enhancers::chr1:182947000-182947800::NA::NA,0.99999976
enhancers::chr1:183094400-183096000::NA::NA,0.99999976
enhancers::chr1:183097000-183098600::NA::NA,0.99999976
enhancers::chr1:183106800-183109800::NA::NA,0.99999976
enhancers::chr1:183128400-183135200::NA::NA,0.99999976
enhancers::chr1:183513200-183517600::NA::NA,0.99999976
enhancers::chr1:242081800-242083000::NA::NA,0.9999993
enhancers::chr1:244532600-244536400::NA::NA,0.99999976
enhancers::chr1:244544800-244547000::NA::NA,0.99999976
enhancers::chr1:244576400-244578400::NA::NA,0.99999976
enhancers::chr1:244903200-244904000::NA::NA,0.99999976
enhancers::chr1:244920400-244921200::NA::NA,0.99999976
enhancers::chr1:244930600-244932600::NA::NA,0.9999999
enhancers::chr1:244942000-244943200::NA::NA,0.9999999
enhancers::chr1:244965400-244966400::NA::NA,0.9999999
enhancers::chr1:244979600-244981400::NA::NA,0.9999999
enhancers::chr1:245004000-245008000::NA::NA,0.9999999
enhancers::chr1:245013000-245023000::NA::NA,0.9999999
enhancers::chr1:245032600-245033400::NA::NA,0.9999999
enhancers::chr1:245038000-245039800::NA::NA,0.9999999
enhancers::chr1:245120800-245121600::NA::NA,0.99999976
enhancers::chr1:245181600-245182400::NA::NA,0.99999976
enhancers::chr1:245248000-245250200::NA::NA,0.99999976
enhancers::chr1:245480000-245481200::NA::NA,0.9999994
enhancers::chr1:245527000-245527800::NA::NA,0.9999994
enhancers::chr1:245734600-245735800::NA::NA,0.9999993
enhancers::chr1:246344400-246346000::NA::NA,0.99999976
enhancers::chr1:246376200-246377400::NA::NA,0.9999994
enhancers::chr1:246459200-246460800::NA::NA,0.99999976
enhancers::chr1:246513800-246515000::NA::NA,0.99999976
enhancers::chr1:246794600-246796400::NA::NA,0.99999976
enhancers::chr1:246804200-246805400::NA::NA,0.99999976
enhancers::chr1:246814800-246815800::NA::NA,0.99999976
enhancers::chr1:246893800-246895000::NA::NA,0.99999976
enhancers::chr1:246896800-246897400::NA::NA,0.99999976
enhancers::chr1:247038200-247039200::NA::NA,0.99999976
gc19_pc.3utr::gencode::C1orf100::ENSG00000173728.6,0.99999976
gc19_pc.3utr::gencode::C1orf189::ENSG00000163263.6,1.0
gc19_pc.3utr::gencode::C1orf229::ENSG00000221953.2,0.99999976
gc19_pc.3utr::gencode::C1orf61::ENSG00000125462.12,1.0
gc19_pc.3utr::gencode::EFNA3::ENSG00000251246.1,1.0
gc19_pc.3utr::gencode::GALR2::ENSG00000182687.3,0.9999994
gc19_pc.3utr::gencode::HAPLN2::ENSG00000132702.8,1.0
gc19_pc.3utr::gencode::HORMAD1::ENSG00000143452.11,0.9999999
gc19_pc.3utr::gencode::INSRR::ENSG00000027644.4,1.0
gc19_pc.3utr::gencode::LENEP::ENSG00000163352.5,1.0
gc19_pc.3utr::gencode::LRRC71::ENSG00000160838.9,1.0
gc19_pc.3utr::gencode::NTRK1::ENSG00000198400.7,1.0
gc19_pc.3utr::gencode::NUP210L::ENSG00000143552.5,1.0
gc19_pc.3utr::gencode::OR2B11::ENSG00000177535.6,0.9999999
gc19_pc.3utr::gencode::OR2G3::ENSG00000177476.2,0.9999999
gc19_pc.3utr::gencode::S100A5::ENSG00000196420.3,1.0
gc19_pc.3utr::gencode::SHCBP1L::ENSG00000157060.10,0.99999976
gc19_pc.3utr::gencode::TTC24::ENSG00000187862.7,1.0
gc19_pc.3utr::gencode::VHLL::ENSG00000189030.8,1.0
gc19_pc.3utr::gencode::ZACN::ENSG00000186919.8,0.9999994
gc19_pc.5utr::gencode::AL356356.1::ENSG00000225996.2,1.0
gc19_pc.5utr::gencode::AL590483.1::ENSG00000268146.1,0.9999995
gc19_pc.5utr::gencode::C1orf189::ENSG00000163263.6,1.0
gc19_pc.5utr::gencode::C1orf229::ENSG00000221953.2,0.99999976
gc19_pc.5utr::gencode::C1orf61::ENSG00000125462.12,1.0
gc19_pc.5utr::gencode::DCST1::ENSG00000163357.6,1.0
gc19_pc.5utr::gencode::EFNA3::ENSG00000251246.1,1.0
gc19_pc.5utr::gencode::ETV3L::ENSG00000253831.1,1.0
gc19_pc.5utr::gencode::GALR2::ENSG00000182687.3,0.9999994
gc19_pc.5utr::gencode::INSRR::ENSG00000027644.4,1.0
gc19_pc.5utr::gencode::LENEP::ENSG00000163352.5,1.0
gc19_pc.5utr::gencode::LRRC71::ENSG00000160838.9,1.0
gc19_pc.5utr::gencode::MYOC::ENSG00000034971.10,0.9999993
gc19_pc.5utr::gencode::NUP210L::ENSG00000143552.5,1.0
gc19_pc.5utr::gencode::OR2B11::ENSG00000177535.6,0.9999999
gc19_pc.5utr::gencode::OR2G3::ENSG00000177476.2,0.9999999
gc19_pc.5utr::gencode::PMF1-BGLAP::ENSG00000260238.1,1.0
gc19_pc.5utr::gencode::RP11-156E8.1::ENSG00000272195.1,0.9999995
gc19_pc.5utr::gencode::RXFP4::ENSG00000173080.4,1.0
gc19_pc.5utr::gencode::SHCBP1L::ENSG00000157060.10,0.99999976
gc19_pc.5utr::gencode::VHLL::ENSG00000189030.8,1.0
gc19_pc.5utr::gencode::ZACN::ENSG00000186919.8,0.9999994
gc19_pc.5utr::gencode::ZNF695::ENSG00000197472.10,0.99999976
gc19_pc.promCore::gencode::AL356356.1::ENSG00000225996.2,1.0
gc19_pc.promCore::gencode::AL590483.1::ENSG00000268146.1,0.9999995
gc19_pc.promCore::gencode::BCAN::ENSG00000132692.14,1.0
gc19_pc.promCore::gencode::C1orf100::ENSG00000173728.6,0.99999976
gc19_pc.promCore::gencode::C1orf189::ENSG00000163263.6,1.0
gc19_pc.promCore::gencode::DCST1::ENSG00000163357.6,1.0
gc19_pc.promCore::gencode::EFNA3::ENSG00000251246.1,1.0
gc19_pc.promCore::gencode::GALR2::ENSG00000182687.3,0.9999994
gc19_pc.promCore::gencode::HORMAD1::ENSG00000143452.11,0.9999999
gc19_pc.promCore::gencode::IFRG15::ENSG00000258664.1,0.99999976
gc19_pc.promCore::gencode::INSRR::ENSG00000027644.4,1.0
gc19_pc.promCore::gencode::LENEP::ENSG00000163352.5,1.0
gc19_pc.promCore::gencode::MEX3A::ENSG00000254726.2,1.0
gc19_pc.promCore::gencode::MYOC::ENSG00000034971.10,0.9999993
gc19_pc.promCore::gencode::OR2B11::ENSG00000177535.6,0.9999999
gc19_pc.promCore::gencode::OR2G3::ENSG00000177476.2,0.9999999
gc19_pc.promCore::gencode::RP11-201K10.3::ENSG00000273088.1,1.0
gc19_pc.promCore::gencode::RXFP4::ENSG00000173080.4,1.0
gc19_pc.promCore::gencode::VHLL::ENSG00000189030.8,1.0
gc19_pc.promCore::gencode::ZACN::ENSG00000186919.8,0.9999994
gc19_pc.promCore::gencode::ZNF695::ENSG00000197472.10,0.99999976
lncrna.ncrna::gencode::RP11-216N14.8::ENSG00000243613.1,1.0
lncrna.ncrna::mitranscriptome::G004858::G004858,1.0
lncrna.promCore::gencode::RP11-126K1.8::ENSG00000224645.1,1.0
lncrna.promCore::gencode::RP11-216N14.8::ENSG00000243613.1,1.0
lncrna.promCore::gencode::RP11-336K24.12::ENSG00000273002.1,1.0
lncrna.promCore::gencode::RP11-522D2.1::ENSG00000236719.2,0.9999994
lncrna.promCore::mitranscriptome::G004719::G004719,1.0
lncrna.promCore::mitranscriptome::G004842::G004842,1.0
lncrna.promCore::mitranscriptome::G004858::G004858,1.0
lncrna.promCore::mitranscriptome::G007914::G007914,0.99999964
lncrna.ss::gencode::RP11-216N14.9::ENSG00000233222.2,0.9999999
mirna.prom::chr17:73400738-73400915_1::NA::NA,0.9999995
mirna.prom::chr17:73494092-73494492_2::NA::NA,0.9999995
mirna.prom::chr1:150460095-150460116_1::NA::NA,1.0
mirna.prom::chr1:150521682-150521683_1::NA::NA,1.0
mirna.prom::chr1:151512984-151512991_1::NA::NA,0.9999999
mirna.prom::chr1:153699791-153700191_1::NA::NA,1.0
mirna.prom::chr1:155164601-155164967_1::NA::NA,1.0
mirna.prom::chr1:155960064-155960065_1::NA::NA,1.0
mirna.prom::chr1:167958220-167958620_1::NA::NA,0.9999999
mirna.prom::chr1:168338101-168338291_1::NA::NA,0.9999999
mirna.prom::chr1:172113784-172114117_2::NA::NA,1.0
mirna.prom::chr1:247373940-247374340_2::NA::NA,0.9999999
mirna_mat::mirbase_mature::hsa-miR-1255b-2-3p::MIMAT0022725,0.9999999
mirna_mat::mirbase_mature::hsa-miR-1255b-5p::MIMAT0005945,0.9999999
mirna_mat::mirbase_mature::hsa-miR-190b::MIMAT0004929,1.0
mirna_mat::mirbase_mature::hsa-miR-199a-3p::MIMAT0000232,1.0
mirna_mat::mirbase_mature::hsa-miR-199a-5p::MIMAT0000231,1.0
mirna_mat::mirbase_mature::hsa-miR-214-3p::MIMAT0000271,1.0
mirna_mat::mirbase_mature::hsa-miR-214-5p::MIMAT0004564,1.0
mirna_mat::mirbase_mature::hsa-miR-3120-3p::MIMAT0014982,1.0
mirna_mat::mirbase_mature::hsa-miR-3120-5p::MIMAT0019198,1.0
mirna_mat::mirbase_mature::hsa-miR-3121-3p::MIMAT0014983,0.99999976
mirna_mat::mirbase_mature::hsa-miR-3121-5p::MIMAT0019199,0.99999976
mirna_mat::mirbase_mature::hsa-miR-3678-3p::MIMAT0018103,0.9999995
mirna_mat::mirbase_mature::hsa-miR-3678-5p::MIMAT0018102,0.9999995
mirna_mat::mirbase_mature::hsa-miR-3916::MIMAT0018190,0.9999999
mirna_mat::mirbase_mature::hsa-miR-4257::MIMAT0016878,1.0
mirna_mat::mirbase_mature::hsa-miR-4258::MIMAT0016879,1.0
mirna_mat::mirbase_mature::hsa-miR-4424::MIMAT0018939,0.99999976
mirna_mat::mirbase_mature::hsa-miR-4738-3p::MIMAT0019867,0.99999964
mirna_mat::mirbase_mature::hsa-miR-5187-3p::MIMAT0021118,0.99999976
mirna_mat::mirbase_mature::hsa-miR-5187-5p::MIMAT0021117,0.99999976
mirna_mat::mirbase_mature::hsa-miR-554::MIMAT0003217,1.0
mirna_mat::mirbase_mature::hsa-miR-555::MIMAT0003219,1.0
mirna_mat::mirbase_mature::hsa-miR-557::MIMAT0003221,0.9999999
mirna_mat::mirbase_mature::hsa-miR-5698::MIMAT0022491,1.0
mirna_mat::mirbase_mature::hsa-miR-6737-3p::MIMAT0027376,1.0
mirna_mat::mirbase_mature::hsa-miR-6737-5p::MIMAT0027375,1.0
mirna_mat::mirbase_mature::hsa-miR-6738-3p::MIMAT0027378,1.0
mirna_mat::mirbase_mature::hsa-miR-6738-5p::MIMAT0027377,1.0
mirna_mat::mirbase_mature::hsa-miR-6785-3p::MIMAT0027471,0.9999994
mirna_mat::mirbase_mature::hsa-miR-6785-5p::MIMAT0027470,0.9999995
mirna_mat::mirbase_mature::hsa-miR-6868-3p::MIMAT0027637,0.9999994
mirna_mat::mirbase_mature::hsa-miR-6868-5p::MIMAT0027636,0.9999994
mirna_mat::mirbase_mature::hsa-miR-6878-3p::MIMAT0027657,1.0
mirna_mat::mirbase_mature::hsa-miR-6878-5p::MIMAT0027656,1.0
mirna_mat::mirbase_mature::hsa-miR-765::MIMAT0003945,0.99999976
mirna_mat::mirbase_mature::hsa-miR-8083::MIMAT0031010,1.0
mirna_mat::mirbase_mature::hsa-miR-9-3p::MIMAT0000442,1.0
mirna_mat::mirbase_mature::hsa-miR-9-5p::MIMAT0000441,1.0
mirna_mat::mirbase_mature::hsa-miR-92b-3p::MIMAT0003218,1.0
mirna_mat::mirbase_mature::hsa-miR-92b-5p::MIMAT0004792,1.0
mirna_pre::mirbase_pre::hsa-mir-1255b-2::MI0006436,0.9999999
mirna_pre::mirbase_pre::hsa-mir-190b::MI0005545,1.0
mirna_pre::mirbase_pre::hsa-mir-199a-2::MI0000281,0.9999999
mirna_pre::mirbase_pre::hsa-mir-214::MI0000290,1.0
mirna_pre::mirbase_pre::hsa-mir-3120::MI0014136,1.0
mirna_pre::mirbase_pre::hsa-mir-3121::MI0014137,0.99999976
mirna_pre::mirbase_pre::hsa-mir-3678::MI0016079,0.9999995
mirna_pre::mirbase_pre::hsa-mir-3916::MI0016422,0.9999999
mirna_pre::mirbase_pre::hsa-mir-4257::MI0015856,1.0
mirna_pre::mirbase_pre::hsa-mir-4258::MI0015857,1.0
mirna_pre::mirbase_pre::hsa-mir-4424::MI0016763,0.99999976
mirna_pre::mirbase_pre::hsa-mir-5187::MI0018166,0.99999976
mirna_pre::mirbase_pre::hsa-mir-554::MI0003559,0.9999999
mirna_pre::mirbase_pre::hsa-mir-555::MI0003561,1.0
mirna_pre::mirbase_pre::hsa-mir-557::MI0003563,0.9999999
mirna_pre::mirbase_pre::hsa-mir-5698::MI0019305,1.0
mirna_pre::mirbase_pre::hsa-mir-6737::MI0022582,1.0
mirna_pre::mirbase_pre::hsa-mir-6738::MI0022583,1.0
mirna_pre::mirbase_pre::hsa-mir-6785::MI0022630,0.9999995
mirna_pre::mirbase_pre::hsa-mir-6868::MI0022715,0.9999994
mirna_pre::mirbase_pre::hsa-mir-6878::MI0022725,1.0
mirna_pre::mirbase_pre::hsa-mir-765::MI0005116,1.0
mirna_pre::mirbase_pre::hsa-mir-9-1::MI0000466,1.0
mirna_pre::mirbase_pre::hsa-mir-92b::MI0003560,1.0
