Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,AAA_ref,AAC_ref,AAG_ref,AAT_ref,ACA_ref,ACC_ref,ACG_ref,ACT_ref,AGA_ref,AGC_ref,AGG_ref,ATA_ref,ATC_ref,ATG_ref,CAA_ref,CAC_ref,CAG_ref,CCA_ref,CCC_ref,CCG_ref,CGA_ref,CGC_ref,CTA_ref,CTC_ref,GAA_ref,GAC_ref,GCA_ref,GCC_ref,GGA_ref,GTA_ref,TAA_ref,TCA_ref,cadd_mean,cadd_var,exp_mean,exp_var,class
PALB2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3561.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.527372787,0.128333333,0.0,3.0,3.0,0.678426052,1.0,0.693962526,0.947492933,19.05388188,561.0,0.03782536,1.21e-05,18.0,-5.308333,2.2975372,1.5266666,0.027025334,-12.143333,4.315301,0.473546127,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.568999999999999,74.342761,5.255811482463534,7.839594211434379,1.0
RET,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3345.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.568154373,0.193,0.0,2.0,2.0,0.708717222,1.0,0.176366843,0.48239667,18.79254916,563.0,-0.01916108,0.000140308,30.0,1.9575004,0.8572223,5.42,0.56649907,-8.43,1.8963093,0.077771701,2.54e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.2734,110.9507968,6.314090989571144,13.830284152558548,1.0
NBN,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2265.0,0.0,0.333333333,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,1.699005095,0.371,0.0,2.0,3.0,0.761614623,1.0,0.14349261,0.422079458,17.9400371,419.0,0.03523735,7.73e-05,65.0,2.6316667,0.10159776,2.6316667,0.10159776,-4.1961275,1.8963093,0.108892352,0.000571244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09425,326.91515224999995,7.150643189124635,12.327423149324543,1.0
NTRK3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2520.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.698926277,0.506333333,0.0,3.0,3.0,0.733675715,0.967819791,0.804505229,0.973454782,16.92600289,730.0,-0.05718258,1.33e-05,11.0,1.5566667,0.063559064,1.5566667,0.063559064,-4.1961275,1.8963093,0.282086214,0.053340634,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53333333333333,0.0633333333333333,4.0742193049694695,8.223967619154264,1.0
BRCA2,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,8.0,10257.0,0.0,0.0,0.0,0.375,0.0,1.0,0.625,0.0,0.51626498,1.413430482,0.8105,0.0,3.0,8.0,0.00017,1.0,0.683060109,0.943423781,17.75564393,462.0,0.04401204,0.000313968,67.0,-10.187059,4.37928,0.8990909,0.01887509,-30.511665,6.31501,0.942594824,0.000869112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7335,169.28429633333334,3.319320776689884,6.600295915092774,1.0
SCFD1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1929.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.978799569,0.059,0.0,1.0,1.0,0.753579503,1.0,0.814995925,0.981721406,18.55843902,583.0,0.001978344,0.000167259,39.0,0.76499996,0.016744499,1.68,0.46620118,-0.15,1.8963093,0.127193117,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.114999999999998,31.126049999999985,7.066251882546071,10.819949496030054,0.0
GGPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00563,1.0,0.724637681,0.958031521,18.9694017,188.0,0.0217884,4.74e-06,14.0,6.970958,3.8716115,11.2666175,3.9746158,-4.2638462,1.9358141,0.009290982,0.237556229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.49,81.73172289679697,7.186393209466616,11.648675987491949,0.0
LRRC17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1326.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.262895447,0.929,0.0,1.0,1.0,0.324149109,1.0,0.887311446,0.993397724,19.51586362,456.0,0.02310289,0.0,0.0,2.755,0.1275125,2.755,0.1275125,-4.1961275,1.8963093,1.190487713,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.1,81.73172289679697,4.06290406970977,8.138101315722011,0.0
SHISA2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,888.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.520641085,0.528,0.0,2.0,2.0,0.371333086,1.0,0.4199916,0.784342951,16.56051659,584.0,0.01217198,2.22e-07,3.0,1.53,0.022533334,1.53,0.022533334,-4.1961275,1.8963093,0.473546127,0.022538992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.368333333333336,183.7460083333333,4.847196383639884,10.985500417964298,0.0
RPL29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,480.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.318932605,0.848,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.99595343,224.0,0.03603107,3.12e-05,56.0,1.43,0.043217998,2.9,0.46620118,-0.04,1.8963093,0.083298653,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.245,23.87405000000001,9.720550574047795,18.239684318271337,0.0
KIF2C,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2178.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.251987499,0.949,0.0,1.0,2.0,0.937207123,1.0,0.930232558,0.997507592,19.13148824,191.0,0.04295278,8.9e-05,30.0,0.64749997,0.004075583,0.64749997,0.004075583,-4.1961275,1.8963093,0.112458714,0.000364339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,55.125,4.268683999502958,9.08845696162981,0.0
API5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1575.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.273329167,0.122,0.0,1.0,1.0,0.451467269,1.0,0.748502994,0.965329398,18.41443007,924.0,-0.02318333,7.97e-05,33.0,1.445,0.029040498,1.445,0.029040498,-4.1961275,1.8963093,0.258467885,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.670000000000002,13.624199999999998,7.683075901738327,12.176711020891318,0.0
AGK,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1269.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.121381187,0.714,0.0,1.0,2.0,0.379506641,1.0,0.508905852,0.852667809,17.79740125,887.0,0.015643,4.52e-06,10.0,0.87,0.001281334,0.87,0.001281334,-4.1961275,1.8963093,0.473546127,0.022538992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.884,115.80703,6.431587848706284,10.100917179367285,0.0
FAM181A,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1065.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.965109708,0.338,0.0,2.0,2.0,1.0,1.0,0.55187638,0.879928923,17.89055463,645.0,0.01481294,0.0,0.0,1.45,0.029767997,1.45,0.029767997,-4.1961275,1.8963093,0.473546127,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.25,0.4049999999999987,0.1419518931883764,0.2505366075137129,0.0
POLR3D,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1197.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.985203577,0.135,0.0,2.0,2.0,0.792393027,1.0,0.318369946,0.682757472,19.16178708,193.0,0.04310304,2.73e-05,33.0,-6.0650002,0.7527645,0.07,0.46620118,-12.2,1.8963093,0.478477973,0.022538992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.686666666666667,6.4825333333333335,5.794758741517952,9.225061736877404,0.0
AGBL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886524823,1.0,0.236462521,0.577433331,19.90901659,155.0,0.0232166,1.29e-08,3.0,-1.619938,1.37681635,2.5534427,0.45092492,-7.075143,2.0700019,0.054151754,17.69473854,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.543,0.0,2.632569501549645,5.471390430217298,0.0
FANCB,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2580.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.744588879,0.118666667,0.0,3.0,3.0,0.980392157,1.0,0.914076782,0.996198084,16.76878524,458.7856209,0.02108387,2.23e-06,10.0,0.27,0.0022508,0.475,0.001989667,-0.14,0.000242,0.473546127,0.022538992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.083666666666666,148.73580633333336,2.1823648339803263,3.419070359447641,0.0
HIST1H2BM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,381.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.302651567,0.905,0.0,1.0,1.0,0.4100041,1.0,0.951474786,0.998803132,18.02980808,634.0,0.03222401,3.84e-06,10.0,0.19999999,0.000128,0.19999999,0.000128,-4.1961275,1.8963093,0.473546127,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,81.73172289679697,0.8528368575886595,3.2368014977740844,0.0
DNAJB4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1014.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.926403583,0.6605,0.0,1.0,2.0,0.644745326,1.0,0.235183443,0.57558548,18.50995975,256.0,0.001174656,0.000186988,42.0,1.8539999,0.12709029,2.335,0.15402966,-0.07,1.8963093,0.071096354,0.003245855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,81.73172289679697,5.576861911262006,10.66895129529961,0.0
NARS2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1434.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.925925926,1.0,0.304971028,0.667135864,18.20885828,569.0,0.01658788,1.25e-06,5.0,1.615,0.0496125,1.615,0.0496125,-4.1961275,1.8963093,0.109857144,0.022538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,81.73172289679697,6.311836619349601,10.082269292153384,0.0
ZNF710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764525994,1.0,0.410340583,0.77585875,19.69525259,192.0,0.04045277,0.0,0.0,0.849382,1.4760984,4.9581416,1.265296,-6.293538,1.0518104,0.040692107,4.556902969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,81.73172289679697,5.650902535511708,9.201490128906071,0.0
ESR1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1788.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,2.800646054,0.5185,0.0,1.0,2.0,0.254841998,0.117412234,0.137607139,0.082810135,17.75594769,568.0,-0.000170025,0.007286856,630.0,2.82,0.37887269,6.44,0.60500004,-0.8,0.007442,2.11905251,2.524632161,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.673333333333334,445.78605833333336,5.671364387414913,10.886289782673105,0.0
LHX8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1071.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.536170414,0.432,0.0,3.0,3.0,0.925925926,0.647681598,0.017103665,0.060958734,17.31124453,959.0,-0.02334772,1.9e-06,6.0,-1.6383333,0.40709097,1.20749995,0.025998248,-7.33,0.985608,0.473546127,0.022538992,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,6.28,0.3559927666463265,2.1898243150613634,0.0
