geneid,score
enhancers::chr18:23096800-23098600::NA::NA,0.9999969
enhancers::chr18:23615000-23616400::NA::NA,0.99998724
enhancers::chr18:23659000-23662000::NA::NA,0.9999949
enhancers::chr18:23677200-23678000::NA::NA,0.9999949
enhancers::chr18:23817800-23818400::NA::NA,0.9999945
enhancers::chr18:23995000-23995800::NA::NA,0.9999932
enhancers::chr18:24068400-24070000::NA::NA,0.99999344
enhancers::chr18:24105200-24108600::NA::NA,0.99999046
enhancers::chr18:24265400-24267400::NA::NA,0.99999106
enhancers::chr18:24276800-24277800::NA::NA,0.99999106
enhancers::chr18:24336000-24338200::NA::NA,0.99999285
enhancers::chr18:24360400-24361600::NA::NA,0.99999213
enhancers::chr18:24362200-24362800::NA::NA,0.99999285
enhancers::chr18:24371800-24373000::NA::NA,0.99999285
enhancers::chr18:24473800-24475600::NA::NA,0.9999919
enhancers::chr18:24489800-24490400::NA::NA,0.9999919
enhancers::chr18:24507000-24508600::NA::NA,0.9999933
enhancers::chr18:24803400-24804400::NA::NA,0.9997929
enhancers::chr18:24806400-24807800::NA::NA,0.9998313
enhancers::chr18:25063200-25064200::NA::NA,0.9997975
enhancers::chr18:31175800-31177000::NA::NA,0.9998909
enhancers::chr18:31232800-31233400::NA::NA,0.99988496
enhancers::chr19:14501600-14502400::NA::NA,0.9999192
enhancers::chr19:14506600-14507400::NA::NA,0.99988794
enhancers::chr19:14517800-14523200::NA::NA,0.99988794
enhancers::chr19:14550000-14553800::NA::NA,0.9998851
enhancers::chr19:14554400-14555600::NA::NA,0.9998851
enhancers::chr19:14589200-14593800::NA::NA,0.99991596
enhancers::chr19:14655800-14658000::NA::NA,0.9999229
enhancers::chr19:16665000-16666400::NA::NA,0.99979454
enhancers::chr19:16670600-16671200::NA::NA,0.99979454
enhancers::chr19:16672000-16672800::NA::NA,0.99979454
enhancers::chr19:16986800-16988800::NA::NA,0.9997532
enhancers::chr19:17160400-17161000::NA::NA,0.99992406
enhancers::chr1:148341800-148342600::NA::NA,0.99978524
enhancers::chr20:23374200-23375800::NA::NA,0.99999297
enhancers::chr20:23647000-23648000::NA::NA,0.9999621
enhancers::chr20:23734400-23736600::NA::NA,0.99995923
enhancers::chr20:23744600-23745400::NA::NA,0.99995923
enhancers::chr20:51463800-51464400::NA::NA,0.99979466
enhancers::chr20:51539200-51541400::NA::NA,0.9997595
enhancers::chr20:62560800-62567600::NA::NA,0.9999093
enhancers::chr21:22194800-22196200::NA::NA,0.9997861
enhancers::chr21:34732200-34733000::NA::NA,0.99998736
enhancers::chr21:34740600-34741200::NA::NA,0.9999845
enhancers::chr21:34787800-34788400::NA::NA,0.9999924
enhancers::chr21:34789200-34792800::NA::NA,0.9999924
enhancers::chr21:34799400-34802200::NA::NA,0.9999919
enhancers::chr21:34804200-34805400::NA::NA,0.9999919
enhancers::chr21:34805800-34807800::NA::NA,0.9999858
enhancers::chr21:34812800-34816200::NA::NA,0.9999919
enhancers::chr21:34828000-34829000::NA::NA,0.9999858
enhancers::chr21:34833400-34834200::NA::NA,0.99976176
enhancers::chr21:34944000-34945600::NA::NA,0.9999093
enhancers::chr21:34949000-34949800::NA::NA,0.9997905
enhancers::chr21:35273800-35275000::NA::NA,0.99975723
enhancers::chr2:50741800-50742800::NA::NA,0.9998596
enhancers::chr2:50764800-50765800::NA::NA,0.9998596
enhancers::chr2:50947400-50948600::NA::NA,0.9999392
enhancers::chr2:50996400-50997400::NA::NA,0.99987924
enhancers::chr2:51157000-51158400::NA::NA,0.9998498
enhancers::chr2:51175600-51177000::NA::NA,0.9998246
enhancers::chr2:51226400-51229200::NA::NA,0.9997516
enhancers::chr2:51241400-51242200::NA::NA,0.9997516
enhancers::chr3:96168400-96169600::NA::NA,0.99986434
enhancers::chr4:17496800-17506000::NA::NA,0.99982506
enhancers::chr4:17562800-17564800::NA::NA,0.99986875
enhancers::chr4:17590800-17592000::NA::NA,0.99986875
enhancers::chr4:17596400-17598000::NA::NA,0.99986875
enhancers::chr4:17606800-17607800::NA::NA,0.9998747
enhancers::chr4:17624800-17625600::NA::NA,0.9998747
enhancers::chr4:17626000-17627000::NA::NA,0.9998747
enhancers::chr4:17666000-17667400::NA::NA,0.99989104
enhancers::chr4:17689400-17690200::NA::NA,0.99989104
enhancers::chr5:14054600-14056200::NA::NA,0.99975234
enhancers::chr5:14309400-14310600::NA::NA,0.99985886
enhancers::chr5:14312400-14314200::NA::NA,0.9998746
enhancers::chr5:14316400-14317600::NA::NA,0.9998357
enhancers::chr5:14321000-14323800::NA::NA,0.99985886
enhancers::chr5:14337600-14340000::NA::NA,0.99985886
enhancers::chr5:14362400-14363400::NA::NA,0.99985886
enhancers::chr5:14364800-14365400::NA::NA,0.99985886
enhancers::chr5:14379800-14380600::NA::NA,0.99985886
enhancers::chr5:14405600-14412000::NA::NA,0.99986994
enhancers::chr5:14426200-14426800::NA::NA,0.99986994
enhancers::chr5:14461600-14466200::NA::NA,0.99986994
enhancers::chr5:14488200-14489600::NA::NA,0.99986994
enhancers::chr5:14492000-14493000::NA::NA,0.99986994
enhancers::chr5:14501400-14502200::NA::NA,0.99982184
enhancers::chr5:14695600-14697800::NA::NA,0.9998597
enhancers::chr5:14698400-14709200::NA::NA,0.99986756
enhancers::chr5:14743600-14745800::NA::NA,0.99986756
enhancers::chr5:14790200-14791600::NA::NA,0.99984896
enhancers::chr5:14797400-14798600::NA::NA,0.99984896
enhancers::chr5:14887800-14888400::NA::NA,0.9998528
enhancers::chr5:14893000-14894000::NA::NA,0.9998528
enhancers::chr5:14895800-14897000::NA::NA,0.9998528
enhancers::chr5:14917400-14918400::NA::NA,0.9998217
enhancers::chr5:14946800-14947600::NA::NA,0.9998217
enhancers::chr5:14976400-14978600::NA::NA,0.9998217
enhancers::chr5:14983000-14985600::NA::NA,0.9998217
enhancers::chr5:15008000-15010600::NA::NA,0.9998348
enhancers::chr5:16378400-16380600::NA::NA,0.99981564
enhancers::chr5:16411400-16412800::NA::NA,0.9999708
enhancers::chr5:17991600-17992600::NA::NA,0.99985445
enhancers::chr5:24208200-24210000::NA::NA,0.9999856
enhancers::chr5:27083800-27084800::NA::NA,0.99995565
enhancers::chr5:27451400-27452000::NA::NA,0.99995494
enhancers::chr5:41093400-41095400::NA::NA,0.9999429
enhancers::chr5:41097600-41098200::NA::NA,0.9999429
enhancers::chr5:41112000-41114200::NA::NA,0.9999635
enhancers::chr5:41156400-41157800::NA::NA,0.9999635
enhancers::chr5:41182000-41184000::NA::NA,0.99996257
enhancers::chr5:41193200-41195600::NA::NA,0.99996257
enhancers::chr5:41219400-41220200::NA::NA,0.99997056
enhancers::chr5:41251800-41253400::NA::NA,0.9999752
enhancers::chr5:41263600-41265000::NA::NA,0.9999751
enhancers::chr5:41286200-41287400::NA::NA,0.9999752
enhancers::chr5:41328400-41329200::NA::NA,0.99997747
enhancers::chr5:41338200-41340600::NA::NA,0.99997747
enhancers::chr5:41371400-41372000::NA::NA,0.99997747
enhancers::chr5:41404800-41405800::NA::NA,0.999979
enhancers::chr5:41406200-41407200::NA::NA,0.999979
enhancers::chr5:41433800-41434400::NA::NA,0.999979
enhancers::chr5:43533800-43534400::NA::NA,0.999918
enhancers::chr5:43608600-43610600::NA::NA,0.99995375
enhancers::chr5:43640000-43640600::NA::NA,0.99997175
enhancers::chr5:43674400-43676600::NA::NA,0.99997175
enhancers::chr5:43770600-43774600::NA::NA,0.9999802
enhancers::chr5:43840400-43841400::NA::NA,0.9999771
enhancers::chr5:44002000-44003200::NA::NA,0.9999833
enhancers::chr5:44048200-44049000::NA::NA,0.9999833
enhancers::chr5:44089400-44090400::NA::NA,0.9999833
enhancers::chr5:44365200-44366200::NA::NA,0.99998784
enhancers::chr6:41528200-41532400::NA::NA,0.9998462
enhancers::chr6:43817600-43822800::NA::NA,0.99981767
enhancers::chr6:44272400-44273200::NA::NA,0.9997652
enhancers::chr6:44277000-44279000::NA::NA,0.9997652
enhancers::chr6:44388600-44389400::NA::NA,0.99976903
enhancers::chr6:44396200-44397400::NA::NA,0.99976903
enhancers::chr6:44630200-44637000::NA::NA,0.9998363
enhancers::chr6:44664000-44665400::NA::NA,0.9998363
enhancers::chr6:48016200-48017200::NA::NA,0.9998679
enhancers::chr6:49474400-49475000::NA::NA,0.999808
enhancers::chr6:49575000-49577200::NA::NA,0.9997925
enhancers::chr6:49666200-49666800::NA::NA,0.9997671
enhancers::chr6:56798200-56801800::NA::NA,0.9998709
enhancers::chr6:68606200-68606800::NA::NA,0.9999175
enhancers::chr6:70332600-70333800::NA::NA,0.9999989
enhancers::chr6:70441600-70442400::NA::NA,0.99999905
enhancers::chr6:70487600-70488600::NA::NA,0.9999044
enhancers::chr6:70662200-70663800::NA::NA,0.9999069
enhancers::chr6:70834600-70835800::NA::NA,0.9998739
enhancers::chr6:71359800-71362200::NA::NA,0.99979144
enhancers::chr6:71543600-71544600::NA::NA,0.99981946
enhancers::chr6:71737800-71738800::NA::NA,0.99984026
enhancers::chr7:95978400-95979400::NA::NA,0.999884
enhancers::chr7:95985000-95986200::NA::NA,0.999884
enhancers::chr7:96055400-96056000::NA::NA,0.9998865
enhancers::chr7:96176400-96178600::NA::NA,0.9999119
enhancers::chr7:96277200-96278000::NA::NA,0.9999347
enhancers::chr8:42812600-42813400::NA::NA,0.9999559
enhancers::chr9:27602200-27603400::NA::NA,0.99996305
enhancers::chr9:27663000-27665600::NA::NA,0.99996305
enhancers::chr9:30629000-30630000::NA::NA,0.9999851
enhancers::chr9:30712800-30713600::NA::NA,0.99998534
enhancers::chr9:30723200-30723800::NA::NA,0.99998534
enhancers::chrX:118004800-118006800::NA::NA,0.9999286
enhancers::chrX:46927600-46928200::NA::NA,0.9999676
enhancers::chrX:46936000-46937800::NA::NA,0.9999639
enhancers::chrX:46941000-46942200::NA::NA,0.9999676
enhancers::chrX:46956400-46957200::NA::NA,0.9999676
enhancers::chrX:46971600-46972400::NA::NA,0.9999676
enhancers::chrX:47025600-47026200::NA::NA,0.9999676
enhancers::chrX:47029600-47030200::NA::NA,0.9999676
enhancers::chrX:47036400-47039200::NA::NA,0.99998426
enhancers::chrX:47046400-47048000::NA::NA,0.99998426
enhancers::chrX:47061000-47061600::NA::NA,0.99998426
enhancers::chrX:47065400-47066400::NA::NA,0.9999926
enhancers::chrX:47068600-47069400::NA::NA,0.9999926
gc19_pc.3utr::gencode::AC124890.1::ENSG00000251695.2,0.99987197
gc19_pc.3utr::gencode::BAI3::ENSG00000135298.9,0.9999988
gc19_pc.3utr::gencode::CDH10::ENSG00000040731.6,0.9999747
gc19_pc.3utr::gencode::CLRN2::ENSG00000249581.2,0.9998454
gc19_pc.3utr::gencode::FGF10::ENSG00000070193.4,0.9999871
gc19_pc.3utr::gencode::LRRC10::ENSG00000198812.3,0.9999552
gc19_pc.3utr::gencode::MROH2B::ENSG00000171495.12,0.9999622
gc19_pc.3utr::gencode::NCR2::ENSG00000096264.9,0.99993706
gc19_pc.3utr::gencode::NKX2-2::ENSG00000125820.5,0.9999896
gc19_pc.3utr::gencode::PSMA8::ENSG00000154611.10,0.99999416
gc19_pc.3utr::gencode::RP11-738G5.2::ENSG00000253206.1,0.9997851
gc19_pc.3utr::gencode::SPATS1::ENSG00000249481.2,0.9997454
gc19_pc.5utr::gencode::AC124890.1::ENSG00000251695.2,0.99987197
gc19_pc.5utr::gencode::AQP4::ENSG00000171885.9,0.9999832
gc19_pc.5utr::gencode::C7orf76::ENSG00000197851.3,0.9999119
gc19_pc.5utr::gencode::CLRN2::ENSG00000249581.2,0.99973816
gc19_pc.5utr::gencode::FGF10::ENSG00000070193.4,0.999985
gc19_pc.5utr::gencode::GDPD4::ENSG00000178795.5,0.99996066
gc19_pc.5utr::gencode::HRH4::ENSG00000134489.6,0.9999869
gc19_pc.5utr::gencode::LRRC10::ENSG00000198812.3,0.9999528
gc19_pc.5utr::gencode::MYRFL::ENSG00000166268.6,0.9997774
gc19_pc.5utr::gencode::NCR2::ENSG00000096264.9,0.99993706
gc19_pc.5utr::gencode::NKX2-2::ENSG00000125820.5,0.99998903
gc19_pc.5utr::gencode::ODF3L2::ENSG00000181781.5,0.99991834
gc19_pc.5utr::gencode::OR2T33::ENSG00000177212.2,0.99998105
gc19_pc.5utr::gencode::PSMA8::ENSG00000154611.10,0.9999453
gc19_pc.5utr::gencode::TFAP2B::ENSG00000008196.8,0.99990153
gc19_pc.5utr::gencode::TMEM151B::ENSG00000178233.13,0.9997366
gc19_pc.promCore::gencode::AC124890.1::ENSG00000251695.2,0.99987197
gc19_pc.promCore::gencode::AQP4::ENSG00000171885.9,0.9999832
gc19_pc.promCore::gencode::C7orf76::ENSG00000197851.3,0.9999119
gc19_pc.promCore::gencode::CLRN2::ENSG00000249581.2,0.9998356
gc19_pc.promCore::gencode::DKFZP434E1119::ENSG00000268635.1,0.999987
gc19_pc.promCore::gencode::GDPD4::ENSG00000178795.5,0.99996173
gc19_pc.promCore::gencode::HRH4::ENSG00000134489.6,0.9999869
gc19_pc.promCore::gencode::IL9R::ENSGR0000124334.12,0.99975353
gc19_pc.promCore::gencode::LRRC10::ENSG00000198812.3,0.9999554
gc19_pc.promCore::gencode::NCR2::ENSG00000096264.9,0.99993706
gc19_pc.promCore::gencode::NKX2-2::ENSG00000125820.5,0.99998903
gc19_pc.promCore::gencode::PSMA8::ENSG00000154611.10,0.9999453
gc19_pc.promCore::gencode::RP11-738G5.2::ENSG00000253206.1,0.9997851
gc19_pc.promCore::gencode::TFAP2B::ENSG00000008196.8,0.99990153
lncrna.ncrna::gencode::RP11-958F21.3::ENSG00000265552.1,0.9999944
lncrna.ncrna::gencode::RP5-1177M21.1::ENSG00000234104.1,0.99999523
lncrna.ncrna::gencode::SCARNA17::ENSG00000252020.1,0.99996805
lncrna.ncrna::gencode::Z95704.4::ENSG00000248302.2,0.99996495
lncrna.ncrna::mitranscriptome::G012606::G012606,0.99992466
lncrna.ncrna::mitranscriptome::G036807::G036807,0.9999273
lncrna.ncrna::mitranscriptome::G065598::G065598,0.9999795
lncrna.ncrna::mitranscriptome::G077061::G077061,0.9998616
lncrna.promCore::gencode::CTD-2006O16.2::ENSG00000264434.1,0.9999958
lncrna.promCore::gencode::GPR158-AS1::ENSG00000233642.1,0.9998753
lncrna.promCore::gencode::RP11-524K22.1::ENSG00000233470.1,0.99990773
lncrna.promCore::gencode::RP11-680N20.1::ENSG00000263450.1,0.9999726
lncrna.promCore::gencode::RP11-958F21.3::ENSG00000265552.1,0.9999944
lncrna.promCore::gencode::RP4-583K8.1::ENSG00000225785.1,0.99985206
lncrna.promCore::gencode::RP5-1022J11.2::ENSG00000232465.1,0.99987173
lncrna.promCore::gencode::RP5-1177M21.1::ENSG00000234104.1,0.99999523
lncrna.promCore::mitranscriptome::G012606::G012606,0.99992466
lncrna.promCore::mitranscriptome::G019013::G019013,0.99996364
lncrna.promCore::mitranscriptome::G036916::G036916,0.99999666
lncrna.promCore::mitranscriptome::G036922::G036922,0.9999913
lncrna.promCore::mitranscriptome::G036928::G036928,0.999998
lncrna.promCore::mitranscriptome::G037112::G037112,0.9999721
lncrna.promCore::mitranscriptome::G043523::G043523,0.9997782
lncrna.promCore::mitranscriptome::G049678::G049678,0.999992
lncrna.promCore::mitranscriptome::G065128::G065128,0.9999435
lncrna.promCore::mitranscriptome::G065585::G065585,0.99997985
lncrna.promCore::mitranscriptome::G065598::G065598,0.9999795
lncrna.promCore::mitranscriptome::G071010::G071010,0.99983406
lncrna.promCore::mitranscriptome::G077061::G077061,0.9997756
lncrna.ss::gencode::GPR158-AS1::ENSG00000233642.1,0.9998753
lncrna.ss::gencode::RP11-958F21.3::ENSG00000265552.1,0.9999944
lncrna.ss::gencode::RP5-1177M21.1::ENSG00000234104.1,0.99999523
lncrna.ss::mitranscriptome::G012606::G012606,0.99992466
lncrna.ss::mitranscriptome::G037112::G037112,0.9999721
lncrna.ss::mitranscriptome::G065598::G065598,0.9999795
lncrna.ss::mitranscriptome::G071010::G071010,0.99983406
lncrna.ss::mitranscriptome::G071172::G071172,0.99995697
lncrna.ss::mitranscriptome::G077061::G077061,0.99985385
mirna.prom::chr11:10530923-10530925_1::NA::NA,0.99998677
mirna.prom::chr12:69677809-69678176_1::NA::NA,0.99995637
mirna.prom::chr3:50712184-50712471_1::NA::NA,0.9999608
mirna.prom::chr5:14872087-14872115_1::NA::NA,0.9998528
mirna.prom::chr6:44225045-44225065_1::NA::NA,0.9997652
mirna.prom::chr6:44402423-44402823_1::NA::NA,0.99981815
mirna_mat::mirbase_mature::hsa-miR-1279::MIMAT0005937,0.99995637
mirna_mat::mirbase_mature::hsa-miR-320c::MIMAT0005793_1,0.99991834
mirna_mat::mirbase_mature::hsa-miR-3913-3p::MIMAT0019225,0.99995565
mirna_mat::mirbase_mature::hsa-miR-3913-3p::MIMAT0019225_1,0.99995565
mirna_mat::mirbase_mature::hsa-miR-3913-5p::MIMAT0018187,0.99995565
mirna_mat::mirbase_mature::hsa-miR-3913-5p::MIMAT0018187_1,0.99995565
mirna_mat::mirbase_mature::hsa-miR-4485::MIMAT0019019,0.99998677
mirna_mat::mirbase_mature::hsa-miR-4637::MIMAT0019694,0.9997569
mirna_mat::mirbase_mature::hsa-miR-4641::MIMAT0019701,0.9998567
mirna_mat::mirbase_mature::hsa-miR-4647::MIMAT0019709,0.9997526
mirna_mat::mirbase_mature::hsa-miR-4741::MIMAT0019871,0.9998386
mirna_mat::mirbase_mature::hsa-miR-548ab::MIMAT0018928,0.99991167
mirna_mat::mirbase_mature::hsa-miR-603::MIMAT0003271,0.9999596
mirna_mat::mirbase_mature::hsa-miR-639::MIMAT0003309,0.9999229
mirna_mat::mirbase_mature::hsa-miR-6501-3p::MIMAT0025459,0.99985397
mirna_mat::mirbase_mature::hsa-miR-6501-5p::MIMAT0025458,0.9997905
mirna_mat::mirbase_mature::hsa-miR-8057::MIMAT0030984,0.9999852
mirna_pre::mirbase_pre::hsa-mir-1279::MI0006426,0.99995637
mirna_pre::mirbase_pre::hsa-mir-200a::MI0000737,0.9999049
mirna_pre::mirbase_pre::hsa-mir-320c-2::MI0008191,0.999941
mirna_pre::mirbase_pre::hsa-mir-3913-2::MI0016418,0.99995565
mirna_pre::mirbase_pre::hsa-mir-4485::MI0016846,0.99998677
mirna_pre::mirbase_pre::hsa-mir-4641::MI0017268,0.9998567
mirna_pre::mirbase_pre::hsa-mir-4642::MI0017269,0.99981815
mirna_pre::mirbase_pre::hsa-mir-4741::MI0017379,0.9998386
mirna_pre::mirbase_pre::hsa-mir-548ab::MI0016752,0.9997799
mirna_pre::mirbase_pre::hsa-mir-603::MI0003616,0.9999596
mirna_pre::mirbase_pre::hsa-mir-639::MI0003654,0.9999349
mirna_pre::mirbase_pre::hsa-mir-6501::MI0022213,0.9997905
mirna_pre::mirbase_pre::hsa-mir-8057::MI0025893,0.9999857
smallrna.ncrna::gencode::RN7SL247P::ENSG00000265259.1,0.9999552
smallrna.ncrna::gencode::RN7SL383P::ENSG00000263556.1,0.9999876
smallrna.ncrna::gencode::RN7SL745P::ENSG00000242182.2,0.9998741
smallrna.ncrna::gencode::RN7SL804P::ENSG00000266185.1,0.9999491
smallrna.ncrna::gencode::RN7SL855P::ENSG00000266487.1,0.99999225
smallrna.ncrna::gencode::RN7SL97P::ENSG00000242216.2,0.9999981
smallrna.ncrna::gencode::RNA5SP305::ENSG00000199535.1,0.99974495
smallrna.ncrna::gencode::RNA5SP306::ENSG00000223019.1,0.99993074
smallrna.ncrna::gencode::RNA5SP452::ENSG00000199874.1,0.9998733
smallrna.ncrna::gencode::RNA5SP479::ENSG00000201728.1,0.99997866
smallrna.ncrna::gencode::RNU1-146P::ENSG00000200885.1,0.9998379
smallrna.ncrna::gencode::RNU1-43P::ENSG00000201922.1,0.9998217
smallrna.ncrna::gencode::RNU12-2P::ENSG00000201659.1,0.99996316
smallrna.ncrna::gencode::RNU4-65P::ENSG00000222405.1,0.9999957
smallrna.ncrna::gencode::RNU4ATAC7P::ENSG00000252089.1,0.9997472
smallrna.ncrna::gencode::RNU5A-6P::ENSG00000206863.1,0.99987376
smallrna.ncrna::gencode::RNU6-1189P::ENSG00000206685.1,0.99993587
smallrna.ncrna::gencode::RNU6-364P::ENSG00000207115.1,0.9998827
smallrna.ncrna::gencode::RNU6-381P::ENSG00000212561.1,0.9999833
smallrna.ncrna::gencode::RNU6-435P::ENSG00000206766.1,0.999936
