geneid,score
enhancers::chr1:27657200-27659400::NA::NA,0.80739933
enhancers::chr1:27739600-27741000::NA::NA,0.8043827
enhancers::chr1:28821000-28821600::NA::NA,0.7992068
enhancers::chr1:28827400-28829600::NA::NA,0.7992068
enhancers::chr1:28864000-28865200::NA::NA,0.7992068
enhancers::chr21:30757000-30758800::NA::NA,0.80165964
enhancers::chr4:89216600-89219400::NA::NA,0.808491
enhancers::chr4:89255200-89256200::NA::NA,0.79641145
enhancers::chr4:89264200-89265200::NA::NA,0.79641145
enhancers::chr4:89272800-89273800::NA::NA,0.79708564
enhancers::chr4:89290600-89291200::NA::NA,0.79641145
enhancers::chr4:89350200-89351200::NA::NA,0.8037788
enhancers::chr5:61671600-61672200::NA::NA,0.8048937
enhancers::chr5:61680600-61683000::NA::NA,0.79752487
enhancers::chr5:68733600-68734200::NA::NA,0.7961401
enhancers::chr5:68739600-68742000::NA::NA,0.7961401
enhancers::chr5:68745600-68748000::NA::NA,0.7961401
enhancers::chr5:68751000-68752000::NA::NA,0.7961401
enhancers::chr5:72887400-72888800::NA::NA,0.8018614
enhancers::chr5:76587400-76590400::NA::NA,0.8045943
enhancers::chr5:90614600-90615200::NA::NA,0.80118555
enhancers::chr5:90636800-90638000::NA::NA,0.80118555
enhancers::chr5:90685800-90686800::NA::NA,0.80118555
enhancers::chr5:90696600-90697200::NA::NA,0.80118555
enhancers::chr5:90699000-90700000::NA::NA,0.80118555
enhancers::chr5:96026200-96028400::NA::NA,0.79949844
enhancers::chr5:96077200-96079600::NA::NA,0.79949844
enhancers::chr5:96081200-96082000::NA::NA,0.79949844
enhancers::chr5:96086600-96088200::NA::NA,0.7984892
enhancers::chr5:96089400-96090000::NA::NA,0.79949844
enhancers::chr5:96091800-96093000::NA::NA,0.79949844
enhancers::chr6:72042400-72044600::NA::NA,0.79933155
enhancers::chr7:128653800-128655400::NA::NA,0.79664445
enhancers::chr7:130807200-130808800::NA::NA,0.8060832
enhancers::chr7:130809200-130810000::NA::NA,0.807019
enhancers::chr7:130819800-130820400::NA::NA,0.8060832
enhancers::chr7:130829600-130830200::NA::NA,0.8060832
enhancers::chr7:130849800-130851400::NA::NA,0.8060832
enhancers::chr7:130857600-130858800::NA::NA,0.8060832
enhancers::chr7:130957800-130958600::NA::NA,0.79861605
enhancers::chr7:130987400-130988200::NA::NA,0.79861605
enhancers::chr7:134277800-134279800::NA::NA,0.7936687
enhancers::chr7:156992600-156993200::NA::NA,0.7979671
enhancers::chr7:66435200-66438400::NA::NA,0.80514884
gc19_pc.3utr::gencode::ACOX1::ENSG00000161533.7,0.8055883
gc19_pc.3utr::gencode::AKR1B10::ENSG00000198074.5,0.7936687
gc19_pc.3utr::gencode::ARID1A::ENSG00000117713.13,0.8061005
gc19_pc.3utr::gencode::ARRDC3::ENSG00000113369.4,0.80118555
gc19_pc.3utr::gencode::ATP8B1::ENSG00000081923.6,0.80553746
gc19_pc.3utr::gencode::BCAS3::ENSG00000141376.16,0.7981928
gc19_pc.3utr::gencode::C17orf74::ENSG00000184560.3,0.79779446
gc19_pc.3utr::gencode::C17orf99::ENSG00000187997.7,0.80539083
gc19_pc.3utr::gencode::C1orf172::ENSG00000175707.7,0.80476105
gc19_pc.3utr::gencode::CCDC113::ENSG00000103021.5,0.8054088
gc19_pc.3utr::gencode::CCDC70::ENSG00000123171.5,0.8014374
gc19_pc.3utr::gencode::CD164L2::ENSG00000174950.6,0.8043827
gc19_pc.3utr::gencode::CDADC1::ENSG00000102543.10,0.80320126
gc19_pc.3utr::gencode::CHRNB1::ENSG00000170175.6,0.79779446
gc19_pc.3utr::gencode::ELL2::ENSG00000118985.10,0.79500425
gc19_pc.3utr::gencode::EVPL::ENSG00000167880.3,0.802793
gc19_pc.3utr::gencode::EXOC7::ENSG00000182473.16,0.802793
gc19_pc.3utr::gencode::FCN3::ENSG00000142748.8,0.80739933
gc19_pc.3utr::gencode::FGF11::ENSG00000161958.6,0.80557096
gc19_pc.3utr::gencode::GALR2::ENSG00000182687.3,0.802793
gc19_pc.3utr::gencode::GINS3::ENSG00000181938.9,0.80369794
gc19_pc.3utr::gencode::GMEB1::ENSG00000162419.8,0.79855204
gc19_pc.3utr::gencode::GPATCH3::ENSG00000198746.8,0.80476105
gc19_pc.3utr::gencode::GPN2::ENSG00000142751.10,0.80476105
gc19_pc.3utr::gencode::GPR3::ENSG00000181773.6,0.8043827
gc19_pc.3utr::gencode::GTF2H2C::ENSG00000183474.11,0.803133
gc19_pc.3utr::gencode::HERC6::ENSG00000138642.10,0.8037788
gc19_pc.3utr::gencode::HMGN2::ENSG00000198830.6,0.8059512
gc19_pc.3utr::gencode::MALT1::ENSG00000172175.8,0.80159956
gc19_pc.3utr::gencode::MAP3K6::ENSG00000142733.10,0.80739933
gc19_pc.3utr::gencode::MARVELD2::ENSG00000152939.10,0.7961401
gc19_pc.3utr::gencode::MRPL38::ENSG00000204316.8,0.7957208
gc19_pc.3utr::gencode::NFS1::ENSG00000244005.8,0.80593294
gc19_pc.3utr::gencode::NLGN2::ENSG00000169992.5,0.79779446
gc19_pc.3utr::gencode::NR0B2::ENSG00000131910.4,0.80476105
gc19_pc.3utr::gencode::NUDC::ENSG00000090273.9,0.80648154
gc19_pc.3utr::gencode::OCLN::ENSG00000197822.6,0.803133
gc19_pc.3utr::gencode::OGFRL1::ENSG00000119900.7,0.80000705
gc19_pc.3utr::gencode::PAFAH2::ENSG00000158006.9,0.8063728
gc19_pc.3utr::gencode::PFN1::ENSG00000108518.7,0.8073817
gc19_pc.3utr::gencode::PHACTR4::ENSG00000204138.8,0.7992068
gc19_pc.3utr::gencode::PIGV::ENSG00000060642.6,0.8061005
gc19_pc.3utr::gencode::PRSS54::ENSG00000103023.7,0.8054088
gc19_pc.3utr::gencode::RAB3C::ENSG00000152932.6,0.80190223
gc19_pc.3utr::gencode::RAD17::ENSG00000152942.14,0.7961401
gc19_pc.3utr::gencode::RCC1::ENSG00000180198.11,0.7992068
gc19_pc.3utr::gencode::SFN::ENSG00000175793.10,0.8061005
gc19_pc.3utr::gencode::SLC35G6::ENSG00000259224.1,0.79779446
gc19_pc.3utr::gencode::SPEM1::ENSG00000181323.7,0.79779446
gc19_pc.3utr::gencode::SPRYD7::ENSG00000123178.10,0.8042826
gc19_pc.3utr::gencode::SRP68::ENSG00000167881.10,0.802793
gc19_pc.3utr::gencode::SYNGR2::ENSG00000108639.3,0.80539083
gc19_pc.3utr::gencode::SYTL1::ENSG00000142765.13,0.80669916
gc19_pc.3utr::gencode::TEN1::ENSG00000257949.2,0.8055883
gc19_pc.3utr::gencode::TK1::ENSG00000167900.7,0.80539083
gc19_pc.3utr::gencode::TMC6::ENSG00000141524.11,0.80539083
gc19_pc.3utr::gencode::TMC8::ENSG00000167895.10,0.8046876
gc19_pc.3utr::gencode::TMEM102::ENSG00000181284.2,0.79779446
gc19_pc.3utr::gencode::TMEM222::ENSG00000186501.10,0.80739933
gc19_pc.3utr::gencode::TMEM256::ENSG00000205544.3,0.79779446
gc19_pc.3utr::gencode::TNRC6C::ENSG00000078687.12,0.80539083
gc19_pc.3utr::gencode::TRIM47::ENSG00000132481.2,0.7957208
gc19_pc.3utr::gencode::TRIM65::ENSG00000141569.6,0.7957208
gc19_pc.3utr::gencode::UNC13D::ENSG00000092929.7,0.7957208
gc19_pc.3utr::gencode::UNK::ENSG00000132478.5,0.7966337
gc19_pc.3utr::gencode::USP49::ENSG00000164663.9,0.79279196
gc19_pc.3utr::gencode::WASF2::ENSG00000158195.6,0.8043827
gc19_pc.3utr::gencode::WBP2::ENSG00000132471.7,0.7957208
gc19_pc.3utr::gencode::WDTC1::ENSG00000142784.11,0.80739933
gc19_pc.3utr::gencode::ZACN::ENSG00000186919.8,0.802793
gc19_pc.3utr::gencode::ZBTB4::ENSG00000174282.7,0.79779446
gc19_pc.3utr::gencode::ZDHHC18::ENSG00000204160.7,0.8061005
gc19_pc.3utr::gencode::ZNF174::ENSG00000103343.8,0.80712914
gc19_pc.3utr::gencode::ZNF597::ENSG00000167981.4,0.80712914
gc19_pc.5utr::gencode::ACOX1::ENSG00000161533.7,0.8055883
gc19_pc.5utr::gencode::AFMID::ENSG00000183077.11,0.80539083
gc19_pc.5utr::gencode::AKR1B10::ENSG00000198074.5,0.7943777
gc19_pc.5utr::gencode::AKR1B15::ENSG00000227471.4,0.7936687
gc19_pc.5utr::gencode::ARRDC3::ENSG00000113369.4,0.80118555
gc19_pc.5utr::gencode::C17orf74::ENSG00000184560.3,0.8003179
gc19_pc.5utr::gencode::C17orf99::ENSG00000187997.7,0.80539083
gc19_pc.5utr::gencode::C1orf172::ENSG00000175707.7,0.80476105
gc19_pc.5utr::gencode::CD164L2::ENSG00000174950.6,0.8043827
gc19_pc.5utr::gencode::CDADC1::ENSG00000102543.10,0.80320126
gc19_pc.5utr::gencode::CDK3::ENSG00000250506.2,0.8055883
gc19_pc.5utr::gencode::CHRNB1::ENSG00000170175.6,0.79779446
gc19_pc.5utr::gencode::DNASE1::ENSG00000213918.6,0.8035408
gc19_pc.5utr::gencode::ELL2::ENSG00000118985.10,0.79500425
gc19_pc.5utr::gencode::EMC9::ENSG00000100908.9,0.80592424
gc19_pc.5utr::gencode::EVPL::ENSG00000167880.3,0.7992661
gc19_pc.5utr::gencode::EXOC7::ENSG00000182473.16,0.802793
gc19_pc.5utr::gencode::FBF1::ENSG00000188878.12,0.8055883
gc19_pc.5utr::gencode::FCN3::ENSG00000142748.8,0.8043827
gc19_pc.5utr::gencode::FGF11::ENSG00000161958.6,0.79779446
gc19_pc.5utr::gencode::GALR2::ENSG00000182687.3,0.802793
gc19_pc.5utr::gencode::GINS3::ENSG00000181938.9,0.80369794
gc19_pc.5utr::gencode::GMEB1::ENSG00000162419.8,0.8067797
gc19_pc.5utr::gencode::GPATCH3::ENSG00000198746.8,0.80476105
gc19_pc.5utr::gencode::GPN2::ENSG00000142751.10,0.8038838
gc19_pc.5utr::gencode::GPR3::ENSG00000181773.6,0.8043827
gc19_pc.5utr::gencode::GTF2H2C::ENSG00000183474.11,0.803133
gc19_pc.5utr::gencode::HERC5::ENSG00000138646.4,0.8037788
gc19_pc.5utr::gencode::HERC6::ENSG00000138642.10,0.79641145
gc19_pc.5utr::gencode::MALT1::ENSG00000172175.8,0.80789346
gc19_pc.5utr::gencode::MAP3K6::ENSG00000142733.10,0.8068139
gc19_pc.5utr::gencode::MARVELD2::ENSG00000152939.10,0.7961401
gc19_pc.5utr::gencode::MRPL38::ENSG00000204316.8,0.8055883
gc19_pc.5utr::gencode::NAA16::ENSG00000172766.14,0.79460925
gc19_pc.5utr::gencode::NDRG4::ENSG00000103034.10,0.80369794
gc19_pc.5utr::gencode::NLGN2::ENSG00000169992.5,0.79779446
gc19_pc.5utr::gencode::NR0B2::ENSG00000131910.4,0.80476105
gc19_pc.5utr::gencode::OCLN::ENSG00000197822.6,0.7961401
gc19_pc.5utr::gencode::POLR2A::ENSG00000181222.10,0.79779446
gc19_pc.5utr::gencode::RGCC::ENSG00000102760.12,0.8015602
gc19_pc.5utr::gencode::SBDS::ENSG00000126524.5,0.8041608
gc19_pc.5utr::gencode::SERPINE3::ENSG00000253309.2,0.80185133
gc19_pc.5utr::gencode::SFN::ENSG00000175793.10,0.8061005
gc19_pc.5utr::gencode::SLC35G6::ENSG00000259224.1,0.79779446
gc19_pc.5utr::gencode::SPEM1::ENSG00000181323.7,0.79779446
gc19_pc.5utr::gencode::STMN1::ENSG00000117632.16,0.8063728
gc19_pc.5utr::gencode::SYNGR2::ENSG00000108639.3,0.8040766
gc19_pc.5utr::gencode::SYTL1::ENSG00000142765.13,0.80739933
gc19_pc.5utr::gencode::TEN1::ENSG00000257949.2,0.8067108
gc19_pc.5utr::gencode::TK1::ENSG00000167900.7,0.80539083
gc19_pc.5utr::gencode::TMC6::ENSG00000141524.11,0.80539083
gc19_pc.5utr::gencode::TMC8::ENSG00000167895.10,0.80539083
gc19_pc.5utr::gencode::TMEM102::ENSG00000181284.2,0.79779446
gc19_pc.5utr::gencode::TMEM222::ENSG00000186501.10,0.80739933
gc19_pc.5utr::gencode::TMEM256::ENSG00000205544.3,0.79779446
gc19_pc.5utr::gencode::TNPO3::ENSG00000064419.9,0.79664445
gc19_pc.5utr::gencode::TRIM47::ENSG00000132481.2,0.7957208
gc19_pc.5utr::gencode::TRIM65::ENSG00000141569.6,0.7957208
gc19_pc.5utr::gencode::TRNAU1AP::ENSG00000180098.5,0.7992068
gc19_pc.5utr::gencode::UNC13D::ENSG00000092929.7,0.7957208
gc19_pc.5utr::gencode::WBP2::ENSG00000132471.7,0.7957208
gc19_pc.5utr::gencode::YTHDF2::ENSG00000198492.10,0.7998094
gc19_pc.5utr::gencode::ZACN::ENSG00000186919.8,0.802793
gc19_pc.5utr::gencode::ZBTB4::ENSG00000174282.7,0.79431933
gc19_pc.5utr::gencode::ZDHHC18::ENSG00000204160.7,0.8061005
gc19_pc.5utr::gencode::ZNF597::ENSG00000167981.4,0.8055439
gc19_pc.promCore::gencode::ABHD4::ENSG00000100439.6,0.7952684
gc19_pc.promCore::gencode::AC008387.1::ENSG00000268217.1,0.8018614
gc19_pc.promCore::gencode::ACOX1::ENSG00000161533.7,0.8055883
gc19_pc.promCore::gencode::AFMID::ENSG00000183077.11,0.80539083
gc19_pc.promCore::gencode::AKR1B10::ENSG00000198074.5,0.7936687
gc19_pc.promCore::gencode::ARRDC3::ENSG00000113369.4,0.80118555
gc19_pc.promCore::gencode::BIRC5::ENSG00000089685.10,0.79798096
gc19_pc.promCore::gencode::C17orf74::ENSG00000184560.3,0.79779446
gc19_pc.promCore::gencode::C17orf99::ENSG00000187997.7,0.80539083
gc19_pc.promCore::gencode::C1orf172::ENSG00000175707.7,0.80476105
gc19_pc.promCore::gencode::CCDC70::ENSG00000123171.5,0.80168116
gc19_pc.promCore::gencode::CD164L2::ENSG00000174950.6,0.8043827
gc19_pc.promCore::gencode::CDADC1::ENSG00000102543.10,0.80320126
gc19_pc.promCore::gencode::CDK3::ENSG00000250506.2,0.8055883
gc19_pc.promCore::gencode::CHRNB1::ENSG00000170175.6,0.79943687
gc19_pc.promCore::gencode::DNASE1::ENSG00000213918.6,0.8035408
gc19_pc.promCore::gencode::EVPL::ENSG00000167880.3,0.802793
gc19_pc.promCore::gencode::EXOC7::ENSG00000182473.16,0.802793
gc19_pc.promCore::gencode::FCN3::ENSG00000142748.8,0.8060393
gc19_pc.promCore::gencode::FGF11::ENSG00000161958.6,0.79779446
gc19_pc.promCore::gencode::FXR2::ENSG00000129245.7,0.8066368
gc19_pc.promCore::gencode::GALR2::ENSG00000182687.3,0.802793
gc19_pc.promCore::gencode::GAREML::ENSG00000157833.8,0.8079942
gc19_pc.promCore::gencode::GINS3::ENSG00000181938.9,0.803036
gc19_pc.promCore::gencode::GPATCH3::ENSG00000198746.8,0.80476105
gc19_pc.promCore::gencode::GPN2::ENSG00000142751.10,0.80476105
gc19_pc.promCore::gencode::GPR3::ENSG00000181773.6,0.80442953
gc19_pc.promCore::gencode::GTF2H2C::ENSG00000183474.11,0.803133
gc19_pc.promCore::gencode::HERC5::ENSG00000138646.4,0.8037788
gc19_pc.promCore::gencode::HERC6::ENSG00000138642.10,0.79641145
gc19_pc.promCore::gencode::MALT1::ENSG00000172175.8,0.80789346
gc19_pc.promCore::gencode::MARVELD2::ENSG00000152939.10,0.7961401
gc19_pc.promCore::gencode::MRPL38::ENSG00000204316.8,0.8072519
gc19_pc.promCore::gencode::NAA60::ENSG00000262621.2,0.80712914
gc19_pc.promCore::gencode::NDRG4::ENSG00000103034.10,0.8031668
gc19_pc.promCore::gencode::NLGN2::ENSG00000169992.5,0.79779446
gc19_pc.promCore::gencode::NR0B2::ENSG00000131910.4,0.80476105
gc19_pc.promCore::gencode::NUDC::ENSG00000090273.9,0.80476105
gc19_pc.promCore::gencode::OCLN::ENSG00000197822.6,0.7961401
gc19_pc.promCore::gencode::POLR2A::ENSG00000181222.10,0.79779446
gc19_pc.promCore::gencode::PRSS54::ENSG00000103023.7,0.8054088
gc19_pc.promCore::gencode::REC8::ENSG00000100918.8,0.80592424
gc19_pc.promCore::gencode::RGCC::ENSG00000102760.12,0.8015602
gc19_pc.promCore::gencode::RHEB::ENSG00000106615.5,0.7995728
gc19_pc.promCore::gencode::SERPINE3::ENSG00000253309.2,0.80185133
gc19_pc.promCore::gencode::SFN::ENSG00000175793.10,0.8061005
gc19_pc.promCore::gencode::SLC35G6::ENSG00000259224.1,0.79779446
gc19_pc.promCore::gencode::SPEM1::ENSG00000181323.7,0.79779446
gc19_pc.promCore::gencode::STMN1::ENSG00000117632.16,0.8063728
gc19_pc.promCore::gencode::SYNGR2::ENSG00000108639.3,0.80539083
gc19_pc.promCore::gencode::SYTL1::ENSG00000142765.13,0.80739933
gc19_pc.promCore::gencode::TEN1::ENSG00000257949.2,0.8055883
gc19_pc.promCore::gencode::TK1::ENSG00000167900.7,0.80539083
gc19_pc.promCore::gencode::TMC6::ENSG00000141524.11,0.8049642
gc19_pc.promCore::gencode::TMC8::ENSG00000167895.10,0.80539083
gc19_pc.promCore::gencode::TMEM102::ENSG00000181284.2,0.79779446
gc19_pc.promCore::gencode::TMEM222::ENSG00000186501.10,0.80739933
gc19_pc.promCore::gencode::TMEM256::ENSG00000205544.3,0.79779446
gc19_pc.promCore::gencode::TNPO3::ENSG00000064419.9,0.79664445
gc19_pc.promCore::gencode::TRIM47::ENSG00000132481.2,0.7957208
gc19_pc.promCore::gencode::TRIM65::ENSG00000141569.6,0.7957208
gc19_pc.promCore::gencode::TRNAU1AP::ENSG00000180098.5,0.7992068
gc19_pc.promCore::gencode::UNC13D::ENSG00000092929.7,0.7957208
gc19_pc.promCore::gencode::UNK::ENSG00000132478.5,0.795222
gc19_pc.promCore::gencode::WBP2::ENSG00000132471.7,0.7974557
gc19_pc.promCore::gencode::ZACN::ENSG00000186919.8,0.802793
gc19_pc.promCore::gencode::ZBTB4::ENSG00000174282.7,0.79779446
gc19_pc.promCore::gencode::ZNF597::ENSG00000167981.4,0.8065135
gc19_pc.promCore::gencode::ZSWIM6::ENSG00000130449.5,0.80623794
lncrna.ncrna::gencode::CTD-2376I4.2::ENSG00000272081.1,0.79366237
lncrna.ncrna::gencode::LUCAT1::ENSG00000248323.1,0.80118555
lncrna.ncrna::gencode::MKLN1-AS2::ENSG00000236753.1,0.79861605
lncrna.ncrna::gencode::RP11-126O1.5::ENSG00000267226.1,0.80789346
lncrna.ncrna::gencode::RP11-24B19.3::ENSG00000270101.1,0.8036078
lncrna.ncrna::gencode::RP11-552F3.4::ENSG00000266980.1,0.7957208
lncrna.ncrna::gencode::RP11-552F3.9::ENSG00000267801.1,0.7957208
lncrna.ncrna::gencode::RP5-968P14.2::ENSG00000260063.1,0.80779153
lncrna.ncrna::gencode::SNHG3::ENSG00000242125.2,0.7992068
lncrna.ncrna::gencode::TNRC6C-AS1::ENSG00000204282.3,0.80539083
lncrna.ncrna::mitranscriptome::G001300::G001300,0.80487806
lncrna.ncrna::mitranscriptome::G035232::G035232,0.7981928
lncrna.ncrna::mitranscriptome::G035784::G035784,0.7957208
lncrna.ncrna::mitranscriptome::G035790::G035790,0.802793
lncrna.ncrna::mitranscriptome::G035924::G035924,0.80539083
lncrna.ncrna::mitranscriptome::G035929::G035929,0.79915756
lncrna.ncrna::mitranscriptome::G078170::G078170,0.79861605
lncrna.promCore::gencode::LUCAT1::ENSG00000248323.1,0.79318595
lncrna.promCore::gencode::RP11-104H15.9::ENSG00000262624.1,0.79779446
lncrna.promCore::gencode::RP11-126O1.5::ENSG00000267226.1,0.80789346
lncrna.promCore::gencode::RP11-24B19.3::ENSG00000270101.1,0.8036078
lncrna.promCore::gencode::RP11-552F3.9::ENSG00000267801.1,0.7957208
lncrna.promCore::gencode::RP5-968P14.2::ENSG00000260063.1,0.80779153
lncrna.promCore::gencode::SNHG3::ENSG00000242125.2,0.7930423
lncrna.promCore::gencode::TNRC6C-AS1::ENSG00000204282.3,0.80539083
lncrna.promCore::mitranscriptome::G001300::G001300,0.8061005
lncrna.promCore::mitranscriptome::G001305::G001305,0.8061005
lncrna.promCore::mitranscriptome::G032841::G032841,0.8056454
lncrna.promCore::mitranscriptome::G035232::G035232,0.7981928
lncrna.promCore::mitranscriptome::G035784::G035784,0.7957208
lncrna.promCore::mitranscriptome::G035790::G035790,0.802793
lncrna.promCore::mitranscriptome::G035924::G035924,0.80539083
lncrna.promCore::mitranscriptome::G065962::G065962,0.8074759
lncrna.promCore::mitranscriptome::G071585::G071585,0.80000705
lncrna.promCore::mitranscriptome::G078170::G078170,0.79861605
lncrna.ss::gencode::LUCAT1::ENSG00000248323.1,0.80118555
lncrna.ss::gencode::MKLN1-AS2::ENSG00000236753.1,0.79861605
lncrna.ss::gencode::RP11-126O1.5::ENSG00000267226.1,0.80789346
lncrna.ss::gencode::TNRC6C-AS1::ENSG00000204282.3,0.80539083
lncrna.ss::mitranscriptome::G001300::G001300,0.8061005
lncrna.ss::mitranscriptome::G001344::G001344,0.8072273
lncrna.ss::mitranscriptome::G035232::G035232,0.79326296
lncrna.ss::mitranscriptome::G035924::G035924,0.80539083
lncrna.ss::mitranscriptome::G078170::G078170,0.79864585
mirna_mat::mirbase_mature::hsa-miR-30c-2-3p::MIMAT0004550,0.8030277
mirna_mat::mirbase_mature::hsa-miR-30c-5p::MIMAT0000244_1,0.80000705
mirna_mat::mirbase_mature::hsa-miR-3917::MIMAT0018191,0.8063728
mirna_mat::mirbase_mature::hsa-miR-5693::MIMAT0022486,0.80185133
mirna_mat::mirbase_mature::hsa-miR-6868-3p::MIMAT0027637,0.802793
mirna_mat::mirbase_mature::hsa-miR-6868-5p::MIMAT0027636,0.802793
mirna_pre::mirbase_pre::hsa-mir-30c-2::MI0000254,0.80000705
mirna_pre::mirbase_pre::hsa-mir-3917::MI0016423,0.8063728
mirna_pre::mirbase_pre::hsa-mir-5693::MI0019300,0.80185133
mirna_pre::mirbase_pre::hsa-mir-6868::MI0022715,0.802793
smallrna.ncrna::gencode::RN7SL112P::ENSG00000265229.1,0.80159956
smallrna.ncrna::gencode::RN7SL165P::ENSG00000241188.2,0.805023
smallrna.ncrna::gencode::RN7SL306P::ENSG00000242241.2,0.8045327
smallrna.ncrna::gencode::RN7SL476P::ENSG00000263737.1,0.7961401
smallrna.ncrna::gencode::RN7SL490P::ENSG00000265143.1,0.793587
smallrna.ncrna::gencode::RN7SL501P::ENSG00000266138.1,0.80779153
smallrna.ncrna::gencode::RN7SL616P::ENSG00000266477.1,0.7961401
smallrna.ncrna::gencode::RN7SL695P::ENSG00000240820.2,0.80220884
smallrna.ncrna::gencode::RNU6-1010P::ENSG00000199627.1,0.80265826
smallrna.ncrna::gencode::RNU6-110P::ENSG00000207237.1,0.8063728
smallrna.ncrna::gencode::RNU6-1110P::ENSG00000252271.1,0.80369794
smallrna.ncrna::gencode::RNU6-219P::ENSG00000201598.1,0.80159956
smallrna.ncrna::gencode::RNU6-269P::ENSG00000212379.1,0.80369794
smallrna.ncrna::gencode::RNU6-48P::ENSG00000206888.1,0.80739933
smallrna.ncrna::gencode::RNU6-650P::ENSG00000202528.1,0.80060613
smallrna.ncrna::gencode::RNU6-724P::ENSG00000212260.1,0.803133
smallrna.ncrna::gencode::RNU6ATAC27P::ENSG00000221216.1,0.7992068
smallrna.ncrna::gencode::RNY3P2::ENSG00000199788.1,0.80572975
smallrna.ncrna::gencode::RNY4P30::ENSG00000222148.1,0.8042826
smallrna.ncrna::gencode::RNY4P9::ENSG00000200064.1,0.8042826
smallrna.ncrna::gencode::SCARNA24::ENSG00000252777.1,0.79855204
smallrna.ncrna::gencode::SNORA73B::ENSG00000200087.1,0.7992068
smallrna.ncrna::gencode::U8::ENSG00000199713.1,0.80159956
smallrna.ncrna::gencode::Y_RNA::ENSG00000207302.1,0.8063728
smallrna.ncrna::gencode::snoU13::ENSG00000238740.1,0.803133
smallrna.ncrna::gencode::snoU13::ENSG00000238821.1,0.7992068
smallrna.ncrna::gencode::snoU13::ENSG00000239171.1,0.79850924
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.15.2681,0.80118555
smallrna.ncrna::rfam::mir-30::RF00131.1.3322,0.80000705
smallrna.ncrna::rfam::mir-684::RF00876.1.129,0.80739933
smallrna.ncrna::trnascanse::Glu.CTC::id.trna.476,0.8015602
smallrna.ncrna::trnascanse::Pseudo.TCC::id.trna.591,0.80553746
