Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Silent	Splice_Site	Translation_Start_Site	DEL	INS	SNP	pnum	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	Mean Missense MGAEntropy	Mean VEST Score	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree	all_mean	all_var	up_mean	up_var	down_mean	down_var	dnam_mean	dnam_var	AAA_ref	AAC_ref	AAG_ref	AAT_ref	ACA_ref	ACC_ref	ACG_ref	ACT_ref	AGA_ref	AGC_ref	AGG_ref	ATA_ref	ATC_ref	ATG_ref	CAA_ref	CAC_ref	CAG_ref	CCA_ref	CCC_ref	CCG_ref	CGA_ref	CGC_ref	CTA_ref	CTC_ref	GAA_ref	GAC_ref	GCA_ref	GCC_ref	GGA_ref	GTA_ref	TAA_ref	TCA_ref	CADD_mean	CADD_var	exp_mean	exp_var	class
BRIP1	6.0	5.0	3.0	0.0	187.0	22.0	0.0	0	10.0	0.0	9.0	5.0	219.0	198.0	3750.0	0.202531646	0.025316456	0.012658228	0.734177215	0.0	1.0	0.012658228	0.012658228	0.963855326	0.901870623	0.354734177	0.0	3.411764706	3.705882353	0.947867299	1.0	0.331455088	0.697468664	18.31609278	412.0	-0.0093023	3.64e-05	17.0	4.6944123	4.510207	9.134723	5.518454	-4.7720835	1.0585469	0.015098495	0.627353043	7.4	2.2	2.8	4.0	4.4	1.8	5.6	4.4	21.4	4.6	7.6	3.8	1.8	1.2	1.0	2.4	2.4	5.4	5.8	3.8	11.0	6.8	1.2	1.2	5.6	0.8	3.4	1.8	10.6	3.8	1.4	21.0	8.627	0.0	4.704903816010044	9.736688287768144	1
CDK12	27.0	11.0	3.0	1.0	240.0	26.0	0.0	0	5.0	0.0	31.0	14.0	268.0	276.0	4473.0	0.088235294	0.078431373	0.0	0.656862745	0.0	1.0	0.147058824	0.029411765	0.837204134	0.579240748	0.578813725	0.0	6.7	9.3	0.06345983	1.0	0.022261799	0.106965341	20.42632926	239.0	0.02758249	0.000148843	25.0	5.765041	13.50634	12.703864	19.128525	-5.994115	1.8126491	0.054151754	17.69473854	2.6	1.2	3.8	1.6	1.6	4.2	3.8	2.4	16.2	2.4	8.8	0.6	1.8	0.8	0.4	1.8	3.4	7.6	6.6	3.8	10.6	5.0	1.6	1.2	1.8	0.4	3.0	2.8	8.8	1.8	0.8	11.2	21.215	76.50845	7.192711020722757	14.518676059644358	1
ERBB2	6.0	1.0	1.0	5.0	297.0	5.0	0.0	0	5.0	0.0	7.0	6.0	307.0	276.0	3768.0	0.148148148	0.014814815	0.007407407	0.77037037	0.296296296	0.844664784	0.022222222	0.037037037	0.852032111	0.612765014	0.520533333	0.0	4.952380952	5.476190476	0.992063492	0.0	0.0	2.4e-09	20.29332795	226.0	0.03763767	0.000661984	122.0	11.68115	25.435725	21.417336	36.618385	-5.3144738	1.42718125	0.015722281	0.680416264	0.6	4.0	0.6	1.2	13.2	7.6	15.6	1.8	30.6	5.8	12.8	1.4	1.2	0.6	8.4	1.8	3.0	12.8	13.0	25.2	13.8	10.6	0.0	2.2	1.6	1.2	4.2	7.4	38.0	1.2	0.0	18.2	28.01339286	6.931577381	8.873114835041603	20.010131893405784	1
NF1	105.0	37.0	7.0	0.0	407.0	222.0	0.0	0	83.0	0.0	124.0	40.0	697.0	633.0	8520.0	0.08361204	0.254180602	0.080267559	0.411371237	0.0	1.0	0.160535117	0.010033445	0.558452883	0.370766946	0.8100301	0.0	4.730769231	10.53846154	0.0	1.0	1.0	1.0	18.81893381	396.0	0.02610505	8.03e-05	26.0	-2.6765268	2.8995942	4.235578	0.8312136	-12.529743	4.1992035	0.02634579	1.909802062	23.6	16.6	25.6	17.4	30.2	34.6	28.8	24.6	119.4	14.0	51.6	12.6	8.8	12.4	14.6	4.6	17.8	48.6	16.4	23.8	70.6	16.8	11.8	4.6	11.4	4.0	14.2	19.8	42.0	18.0	10.4	83.8	23.695	10.0958	7.51734508920805	13.648573473431554	1
RAD51C	3.0	1.0	0.0	0.0	55.0	4.0	0.0	0	4.0	0.0	3.0	1.0	63.0	61.0	1131.0	0.222222222	0.074074074	0.0	0.62962963	0.0	1.0	0.074074074	0.0	0.890950413	0.801819255	0.358851852	0.0	2.428571429	3.0	0.507872016	1.0	0.962463908	0.999286537	18.99973966	222.0	0.0172572	6.64e-05	15.0	4.689037	5.167144	9.8394625	5.161324	-6.7154765	3.3721715	0.117196995	37.7677417	1.0	4.4	1.0	1.4	0.6	2.2	1.8	2.6	7.4	3.0	5.4	0.8	1.2	1.2	0.8	0.6	0.8	1.2	2.4	4.8	4.8	0.0	0.0	0.0	0.0	0.0	0.8	1.0	5.0	0.8	3.4	9.6	16.60603002	34.86341111	5.701533588883528	10.06723714659437	1
RAD51D	0.0	0.0	0.0	0.0	31.0	2.0	0.0	0	0.0	0.0	0.0	0.0	33.0	32.0	1047.0	0.210526316	0.0	0.0	0.789473684	0.0	1.0	0.0	0.0	1.0	1.102927162	0.261105263	0.0	3.0	3.0	1.0	1.0	0.225479143	0.561336554	18.97754295	504.0	0.02333248	6.95e-05	23.0	0.92080645	1.6089749	4.4602502	1.2443069	-5.5145454	1.6903525	0.054151754	17.69473854	0.0	0.0	0.2	0.0	0.0	1.0	3.8	0.8	4.6	2.0	3.8	0.0	0.0	0.0	0.4	1.0	0.6	2.0	1.4	2.8	4.4	4.0	0.0	0.0	0.4	1.6	2.0	0.2	3.6	0.4	0.0	1.6	16.60603002	34.86341111	5.534066538714128	11.633458723377652	1
RARA	3.0	2.0	1.0	0.0	74.0	0.0	0.0	0	0.0	0.0	4.0	2.0	74.0	78.0	1389.0	0.24137931	0.0	0.0	0.689655172	0.0	1.0	0.0	0.068965517	0.957411	0.469662223	0.489793103	0.0	2.5	2.75	1.0	1.0	0.196966713	0.516982576	20.36478657	191.0	0.02301283	0.000925731	121.0	-0.10371791	0.7989842	3.0861458	0.52575017	-5.2075	0.8220155	0.033397842	3.07025309	0.0	0.8	0.8	0.0	0.8	0.4	4.0	0.4	4.6	2.6	1.4	0.8	0.0	0.0	0.0	0.8	1.0	2.8	4.6	10.2	4.2	9.4	0.6	0.0	0.8	0.8	0.4	3.2	2.4	0.8	0.4	1.4	16.60603002	34.86341111	7.20887730577866	14.625918879992332	1
ATR	24.0	10.0	1.0	0.0	394.0	43.0	0.0	0	20.0	0.0	25.0	10.0	457.0	369.0	7935.0	0.215568862	0.041916168	0.02994012	0.658682635	0.0	1.0	0.053892216	0.0	0.918708617	0.58861402	0.528952096	0.0	2.972972973	3.540540541	0.630119723	1.0	0.018781106	0.093434199	19.10726791	403.0	0.0237615	0.000313304	97.0	4.7396403	2.3786265	7.912529	2.698504	-3.5755172	0.5885583	0.009249522	0.235385186	6.8	4.6	8.6	8.8	7.8	6.4	19.4	7.6	54.6	10.4	9.2	4.8	5.0	6.2	3.8	1.6	8.4	15.0	7.4	8.4	27.0	8.2	3.2	2.6	6.4	4.6	5.6	6.2	17.8	4.4	6.0	31.4	29.51111111	58.51555556	6.544802332562858	11.747274106956551	1
MLH1	10.0	5.0	3.0	0.0	105.0	28.0	1.0	0	11.0	0.0	13.0	5.0	145.0	144.0	2271.0	0.191489362	0.170212766	0.021276596	0.617021277	0.0	1.0	0.0	0.0	0.89071974	0.725187725	0.643	0.0	2.9	3.8	0.019788266	1.0	0.841750842	0.986760287	18.5833748	473.0	0.02126238	0.00105292	125.0	-2.6535144	2.1439625	2.9456545	0.5569052	-11.419426	3.3841174	0.038099956	3.995210212	3.0	3.6	3.2	1.6	1.8	2.4	3.2	3.2	20.6	6.6	10.2	0.6	0.4	2.2	2.2	1.6	2.6	7.4	3.8	8.8	15.2	2.8	1.8	0.4	2.4	0.0	3.2	6.0	8.4	1.2	2.2	15.2	16.60603002	34.86341111	6.550098838631952	11.059121309225777	1
PIK3CA	1.0	2.0	44.0	0.0	1587.0	11.0	1.0	0	3.0	4.0	47.0	2.0	1604.0	1398.0	3207.0	0.01686747	0.003614458	0.0	0.93253012	0.689156627	0.48063374	0.003614458	0.038554217	0.445637079	0.26708969	0.861498795	0.004819277	51.6	54.4	1.0	0.0	0.0	2.4e-09	18.61643864	613.0	0.01079402	0.00023606	52.0	7.7689834	5.5092596	11.9625546	6.831857	-3.090697	0.45148726	0.026445117	1.923403151	9.5	4.25	2.5	15.25	12.5	18.0	25.5	1.0	52.5	8.25	14.25	2.75	7.25	99.75	3.5	5.25	36.25	14.0	2.5	15.25	57.25	1.25	2.0	17.5	15.75	6.75	13.5	7.25	15.25	5.0	1.75	270.5	21.5858642	22.7389391	6.138578692501485	12.046115450112907	1
ESR1	3.0	1.0	3.0	0.0	134.0	10.0	0.0	0	3.0	0.0	6.0	1.0	147.0	142.0	1788.0	0.263157895	0.070175439	0.0	0.561403509	0.052631579	0.970281953	0.052631579	0.052631579	0.906274804	0.605229339	0.503421053	0.0	2.0	2.625	0.254841998	0.117412234	0.137607139	0.082810135	17.75594769	568.0	-0.000170025	0.007286856	630.0	-0.9595666	2.256931	4.1628934	0.9126027	-10.7568935	3.386206	0.045552363	5.711350612	3.4	1.6	4.0	1.6	0.4	4.2	10.2	4.0	11.2	3.2	7.2	2.6	1.6	1.0	0.4	1.6	3.0	5.8	6.2	13.2	14.2	13.4	2.6	2.2	1.8	2.4	8.8	10.0	8.0	1.4	1.2	4.8	13.19733333	55.36315267	7.39270613766224	17.038903925840955	1
ROS1	19.0	8.0	0.0	0.0	556.0	61.0	1.0	0	22.0	0.0	19.0	8.0	640.0	463.0	7044.0	0.24137931	0.0591133	0.024630542	0.645320197	0.0	1.0	0.024630542	0.0	0.92928184	0.923408194	0.336817734	0.004926108	2.62	3.08	0.2356823	1.0	0.564015792	0.887012424	17.36394394	310.0	-0.01750335	6.16e-07	6.0	-2.9246308	2.8500786	3.1631	0.7947235	-13.639554	4.672844	0.203962438	114.4431346	18.0	8.4	6.6	14.2	12.6	17.2	11.0	12.6	80.8	19.6	34.4	8.6	5.8	6.8	6.0	3.0	9.4	21.8	9.4	12.4	20.4	9.4	3.2	3.2	7.6	4.6	10.6	9.6	47.2	8.4	4.8	44.0	13.3268125	75.93445365	4.926883361482971	12.90826145202729	1
KRAS	0.0	1.0	0.0	2.0	799.0	3.0	0.0	0	0.0	0.0	0.0	3.0	802.0	788.0	570.0	0.012396694	0.0	0.0	0.98553719	0.921487603	0.193866702	0.0	0.002066116	0.200363726	0.25815721	0.916252066	0.0	68.14285714	68.28571429	1.0	0.0	0.0	2.4e-09	17.98367001	512.0	0.0163318	0.000268849	37.0	6.774617	5.1336527	11.021982	6.01094	-4.7583014	0.9359552	0.013442855	0.49707392	3.5	1.0	18.5	5.75	2.5	216.5	1.5	1.0	8.5	22.25	4.75	1.0	0.75	0.25	14.75	0.5	0.0	96.5	0.75	0.0	3.75	1.0	1.25	0.25	0.5	6.0	5.5	39.25	2.5	2.75	2.25	12.0	25.62540404	21.52904141	7.146964734238481	15.000897970592955	1
BRAF	7.0	1.0	6.0	0.0	805.0	17.0	0.0	0	7.0	0.0	13.0	1.0	829.0	770.0	2301.0	0.027586207	0.004597701	0.004597701	0.96091954	0.829885057	0.175465333	0.0	0.002298851	0.195873132	0.268723872	0.911942529	0.0	32.15384615	32.53846154	1.0	0.0	0.0	2.4e-09	18.21935147	616.0	0.02459647	4.78e-05	42.0	8.750125	4.5078207	11.1328624	5.119823	-2.0468976	0.31465988	0.016609811	0.758869122	5.75	0.0	3.0	1.25	3.5	3.75	6.0	23.0	14.5	3.25	10.75	0.0	6.5	2.5	2.25	297.25	2.5	9.0	4.0	2.0	6.75	4.5	3.75	2.75	8.0	2.25	0.75	1.25	23.0	5.0	0.0	23.5	27.65555556	3.468444444	5.095192447518411	9.066088497424465	1
EGFR	3.0	1.0	28.0	6.0	420.0	22.0	0.0	0	4.0	0.0	32.0	7.0	445.0	394.0	3633.0	0.16838488	0.006872852	0.0	0.762886598	0.264604811	0.835486827	0.010309278	0.051546392	0.823704828	0.487657599	0.602776632	0.0	4.44	4.84	1.0	0.0	0.0	2.4e-09	18.69196531	336.0	-0.01337574	0.017936716	800.0	50.147164	108.76333	60.935146	124.08409	-2.5116876	0.66841426	0.020676996	1.176799204	4.4	3.6	5.2	2.4	5.8	8.0	20.6	2.4	20.4	12.4	15.6	2.2	1.6	3.6	3.2	6.0	25.0	18.2	21.8	24.2	27.0	23.4	0.0	2.2	3.0	3.4	12.8	20.2	41.6	2.0	1.2	19.8	24.7	0.0	7.45030192931698	17.15913875119219	1
EZH2	6.0	2.0	0.0	0.0	139.0	15.0	0.0	0	2.0	0.0	6.0	2.0	156.0	135.0	2256.0	0.181818182	0.090909091	0.036363636	0.636363636	0.109090909	0.913606555	0.054545455	0.0	0.846751823	0.330855412	0.634090909	0.0	3.181818182	4.090909091	0.183722212	0.00376	0.33679	0.009714821	19.106156	434.0	0.01332411	0.001402786	244.0	2.9217858	2.4275364	6.606256	2.2604857	-5.0928865	1.8708318	0.013349988	0.490404943	7.0	2.75	2.0	2.25	0.25	1.5	4.5	7.25	17.0	5.75	5.5	1.5	1.25	3.5	0.75	2.75	3.75	1.75	3.75	12.25	12.75	7.0	0.5	0.75	2.0	3.5	2.25	2.75	7.0	1.5	1.5	9.75	30.75	3.125	6.12570828835711	12.113627939682086	1
MET	4.0	3.0	1.0	0.0	255.0	25.0	0.0	0	14.0	1.0	7.0	3.0	293.0	245.0	4227.0	0.224137931	0.051724138	0.051724138	0.646551724	0.0	1.0	0.00862069	0.017241379	0.924445296	0.7094768	0.458948276	0.0	2.777777778	3.333333333	0.061583939	1.0	0.065466448	0.243942226	19.09049522	262.0	0.002308467	7.15e-05	34.0	7.89408	6.25187	11.807852	7.548107	-3.6917217	0.63168267	0.026525397	1.936327709	5.2	8.4	6.0	6.6	15.8	10.0	14.2	10.0	32.0	7.2	14.2	4.2	0.8	7.4	6.4	6.0	4.8	10.2	7.0	11.2	29.4	18.2	2.6	0.8	6.8	4.6	7.6	4.8	17.2	9.0	1.0	35.4	12.65062381	100.1313393	8.0744591098754	17.135713890679217	1
PDGFRB	7.0	0.0	1.0	0.0	183.0	13.0	0.0	0	8.0	0.0	8.0	0.0	204.0	186.0	3321.0	0.264150943	0.037735849	0.018867925	0.660377358	0.0	1.0	0.009433962	0.009433962	0.964031213	0.874599001	0.387679245	0.0	2.413793103	2.689655172	0.360750361	1.0	0.04629201	0.188537446	20.02255475	228.0	0.0490575	0.000176997	47.0	-2.0059189	1.838243	3.3532307	0.5778833	-10.769308	2.6704643	0.074617522	15.32062305	0.0	0.666666667	1.333333333	1.333333333	2.666666667	4.0	23.0	5.0	14.33333333	8.333333333	16.66666667	0.666666667	0.0	4.0	0.0	2.666666667	2.0	13.66666667	14.0	24.33333333	18.33333333	13.0	0.0	1.666666667	1.333333333	5.0	5.333333333	12.33333333	12.33333333	3.0	0.0	9.0	13.607	264.178098	7.937498390939905	16.061736142006147	1
RAD51B	3.0	1.0	0.0	0.0	51.0	5.0	0.0	0	1.0	0.0	3.0	1.0	57.0	59.0	1155.0	0.375	0.0	0.0625	0.5625	0.0	1.0	0.0	0.0	1.0	0.70213983	0.353625	0.0	1.285714286	1.428571429	0.827129859	1.0	0.76394194	0.969643611	18.7695428	404.0	0.03689567	1.33e-06	6.0	-0.54157027	1.7236229	4.079315	1.1393914	-7.569167	1.819263	0.054151754	17.69473854	0.0	1.5	3.0	1.5	3.0	0.0	0.0	2.25	14.0	2.25	6.75	1.5	0.0	0.0	0.0	0.75	0.75	2.25	5.25	2.25	4.5	0.0	2.25	1.5	0.75	1.5	3.75	0.75	6.5	1.5	0.75	8.0	16.60603002	34.86341111	5.534066538714128	11.633458723377652	1
FANCA	7.0	2.0	1.0	0.0	182.0	13.0	0.0	0	5.0	0.0	8.0	2.0	200.0	180.0	4368.0	0.234567901	0.024691358	0.024691358	0.654320988	0.0	1.0	0.049382716	0.012345679	0.941580578	1.32520046	0.334740741	0.0	2.65	3.1	0.679347826	1.0	0.18018018	0.4889726	19.31298702	442.7397812	0.020143467	0.000350424	70.0	1.351718723	2.259599723	5.608432309	2.003830228	-6.0735363	1.59042228	0.095487738	25.08713952	5.5	1.0	6.5	1.75	5.25	4.75	25.75	6.75	32.0	16.75	25.75	0.0	0.75	1.75	4.5	6.75	4.5	11.75	18.0	29.25	20.5	18.0	1.75	2.75	2.75	3.25	7.5	14.5	16.5	1.75	3.5	32.0	4.2155	156.436478	5.957958133418855	11.863703754336294	1
PALB2	14.0	2.0	0.0	0.0	142.0	12.0	0.0	0	1.0	1.0	14.0	2.0	156.0	155.0	3561.0	0.222222222	0.047619048	0.015873016	0.698412698	0.0	1.0	0.015873016	0.0	0.963858805	1.357994334	0.275904762	0.0	2.933333333	3.266666667	0.678426052	1.0	0.693962526	0.947492933	19.05388188	561.0	0.03782536	1.21e-05	18.0	0.6195	0.8382184	4.3551076	0.75243283	-3.8923375	0.5728813	0.054151754	17.69473854	6.2	4.0	1.2	2.4	2.6	1.8	2.0	1.8	17.2	2.6	4.2	1.8	2.8	0.6	0.6	1.8	1.2	6.2	3.4	3.8	10.2	6.8	1.2	0.0	1.2	3.8	5.4	3.0	9.0	1.8	2.2	17.0	16.60603002	34.86341111	5.871233119707608	10.384651710334415	1
TSC2	17.0	1.0	2.0	0.0	218.0	22.0	0.0	0	15.0	0.0	20.0	1.0	254.0	233.0	5424.0	0.23364486	0.065420561	0.037383178	0.635514019	0.0	1.0	0.028037383	0.0	0.915014797	0.764789663	0.573336449	0.0	2.615384615	3.153846154	0.049468217	1.0	0.228832952	0.566307325	20.71574754	181.0	0.04351756	0.000271804	56.0	-0.5019565	2.1089053	5.538552	1.3375417	-7.1880154	2.1169348	0.193926338	103.4672894	1.8	1.6	3.6	0.0	5.0	4.2	17.2	2.4	15.6	8.4	19.4	0.6	1.2	2.6	0.6	2.4	2.2	6.6	8.2	23.6	16.6	23.6	0.0	1.6	2.2	0.2	6.4	8.4	15.8	1.8	0.6	15.4	9.893	72.235947	7.57390321576661	13.66216129454112	1
