geneid,score,index_i
lncrna.promCore::gencode::SEMA3B-AS1::ENSG00000232352.1,0.19880302,97582
lncrna.promCore::gencode::SEMA3B::ENSG00000012171.13,0.1616212,97583
lncrna.promCore::gencode::SLC38A3::ENSG00000188338.10,0.19880302,97592
lncrna.promCore::mitranscriptome::G055758::G055758,0.19880302,99459
lncrna.promCore::mitranscriptome::G072492::G072492,0.19880302,100006
lncrna.promCore::mitranscriptome::G072497::G072497,0.19880302,100007
lncrna.ss::gencode::LINC00901::ENSG00000242385.1,0.19880302,101264
lncrna.ss::gencode::SEMA3B-AS1::ENSG00000232352.1,0.19880302,102548
lncrna.ss::gencode::SEMA3B::ENSG00000012171.13,0.1616212,102549
lncrna.ss::gencode::SLC38A3::ENSG00000188338.10,0.19880302,102558
lncrna.ss::mitranscriptome::G055758::G055758,0.19880302,104075
lncrna.ss::mitranscriptome::G072492::G072492,0.19880302,104531
lncrna.ss::mitranscriptome::G072497::G072497,0.19880302,104532
mirna.prom::chr21:24401867-24402267_1::NA::NA,0.19880302,105481
mirna.prom::chr3:50264631-50264711_1::NA::NA,0.19880302,105611
mirna.prom::chr3:50302335-50310404_5::NA::NA,0.19880302,105612
mirna_mat::mirbase_mature::hsa-miR-566::MIMAT0003230,0.19880302,107849
mirna_mat::mirbase_mature::hsa-miR-5787::MIMAT0023252,0.19880302,107900
mirna_mat::mirbase_mature::hsa-miR-6130::MIMAT0024614,0.19880302,107977
mirna_mat::mirbase_mature::hsa-miR-6872-3p::MIMAT0027645,0.19880302,108430
mirna_mat::mirbase_mature::hsa-miR-6872-5p::MIMAT0027644,0.19880302,108431
mirna_pre::mirbase_pre::hsa-mir-566::MI0003572,0.19880302,110016
mirna_pre::mirbase_pre::hsa-mir-5787::MI0019797,0.19880302,110063
mirna_pre::mirbase_pre::hsa-mir-6130::MI0021275,0.19880302,110129
mirna_pre::mirbase_pre::hsa-mir-6872::MI0022719,0.19880302,110382
smallrna.ncrna::gencode::RN7SL609P::ENSG00000263796.1,0.19880302,111465
smallrna.ncrna::gencode::RN7SL617P::ENSG00000241162.2,0.19880302,111474
smallrna.ncrna::gencode::Y_RNA::ENSG00000199698.1,0.19880302,115191
smallrna.ncrna::rfam::5S_rRNA::RF00001.18.3407,0.19880302,116429
smallrna.ncrna::rfam::BC040587::RF01884.1.1849,0.19880302,116510
smallrna.ncrna::rfam::RSV_RNA::RF01417.24.3409,0.19880302,117205
