geneid,score,index_i
enhancers::chr1:168973200-168974000::NA::NA,0.7227291,11042
enhancers::chr1:168994200-168995000::NA::NA,0.7227291,11043
enhancers::chr1:168996600-168998200::NA::NA,0.7227291,11044
enhancers::chr1:172612000-172614400::NA::NA,0.7227291,11156
enhancers::chr1:172639800-172642200::NA::NA,0.7227291,11157
enhancers::chr1:172666200-172669200::NA::NA,0.7227291,11158
enhancers::chr1:172669600-172672800::NA::NA,0.7227291,11159
enhancers::chr1:172917000-172918400::NA::NA,0.7227291,11164
enhancers::chr1:172923800-172924400::NA::NA,0.7227291,11166
enhancers::chr1:172937400-172938800::NA::NA,0.7227291,11167
enhancers::chr1:172940000-172941200::NA::NA,0.7227291,11168
enhancers::chr1:172959800-172960800::NA::NA,0.7227291,11170
enhancers::chr1:173012000-173013600::NA::NA,0.7227291,11171
enhancers::chr1:173019000-173022200::NA::NA,0.7227291,11173
enhancers::chr1:173033000-173033800::NA::NA,0.7227291,11174
enhancers::chr1:173069800-173070600::NA::NA,0.7227291,11175
enhancers::chr1:173097000-173098400::NA::NA,0.7227291,11178
enhancers::chr1:173218200-173219000::NA::NA,0.7227291,11185
enhancers::chr1:173236400-173239600::NA::NA,0.7227291,11186
enhancers::chr1:173250000-173251000::NA::NA,0.7227291,11187
enhancers::chr1:173264600-173266000::NA::NA,0.7227291,11188
enhancers::chr1:173270000-173272800::NA::NA,0.7227291,11189
enhancers::chr1:173283600-173285200::NA::NA,0.7227291,11190
enhancers::chr1:173516600-173518600::NA::NA,0.75451255,11203
enhancers::chr1:173519000-173520000::NA::NA,0.75451255,11204
enhancers::chr1:173522800-173525200::NA::NA,0.75451255,11205
enhancers::chr1:173539600-173540200::NA::NA,0.75451255,11207
enhancers::chr1:173542800-173543400::NA::NA,0.75451255,11208
enhancers::chr1:173571000-173574000::NA::NA,0.75451255,11209
enhancers::chr1:173915600-173916200::NA::NA,0.7071916,11213
enhancers::chr1:173929600-173931200::NA::NA,0.7071916,11214
enhancers::chr1:174021600-174023200::NA::NA,0.75451255,11216
enhancers::chr1:174037000-174037800::NA::NA,0.75451255,11217
enhancers::chr1:174046400-174047200::NA::NA,0.75451255,11218
enhancers::chr1:174084000-174085400::NA::NA,0.75451255,11219
enhancers::chr1:174100400-174101000::NA::NA,0.7071916,11220
enhancers::chr1:174121000-174123000::NA::NA,0.7071916,11221
enhancers::chr1:178549600-178551400::NA::NA,0.7071916,11262
enhancers::chr1:178598200-178599200::NA::NA,0.7071916,11263
enhancers::chr1:178675400-178676200::NA::NA,0.7071916,11265
enhancers::chr1:179029800-179031200::NA::NA,0.7071916,11268
enhancers::chr1:179046400-179047000::NA::NA,0.7071916,11269
enhancers::chr1:179068400-179069200::NA::NA,0.7071916,11271
enhancers::chr1:179072600-179077600::NA::NA,0.7071916,11272
enhancers::chr1:179203600-179204400::NA::NA,0.7071916,11274
enhancers::chr1:179210600-179211400::NA::NA,0.7071916,11275
enhancers::chr1:179256600-179258600::NA::NA,0.7071916,11276
enhancers::chr1:179265000-179272000::NA::NA,0.7071916,11277
enhancers::chr1:179829600-179830200::NA::NA,0.7071916,11286
enhancers::chr1:179898600-179901200::NA::NA,0.7071916,11287
enhancers::chr1:179906800-179908600::NA::NA,0.7071916,11288
enhancers::chr1:179971200-179972000::NA::NA,0.7071916,11289
enhancers::chr1:180011200-180013000::NA::NA,0.7071916,11292
enhancers::chr1:180064000-180065000::NA::NA,0.7071916,11293
enhancers::chr1:180162400-180163600::NA::NA,0.7071916,11296
enhancers::chr1:180208400-180209400::NA::NA,0.7071916,11297
enhancers::chr1:180342600-180343800::NA::NA,0.7071916,11298
enhancers::chr1:180516200-180518600::NA::NA,0.75451255,11299
enhancers::chr1:180521200-180521800::NA::NA,0.75451255,11300
enhancers::chr1:180523800-180525200::NA::NA,0.75451255,11301
enhancers::chr1:180539400-180545800::NA::NA,0.75451255,11302
enhancers::chr1:180549200-180551200::NA::NA,0.75451255,11303
enhancers::chr1:180562200-180564800::NA::NA,0.75451255,11304
enhancers::chr1:185408200-185409600::NA::NA,0.7488074,11373
enhancers::chr1:185432000-185432800::NA::NA,0.7488074,11374
enhancers::chr1:185433400-185435000::NA::NA,0.7488074,11375
enhancers::chr1:185446800-185448800::NA::NA,0.7488074,11376
enhancers::chr1:185489400-185490600::NA::NA,0.7488074,11377
enhancers::chr1:185539000-185540400::NA::NA,0.7488074,11378
enhancers::chr1:185632200-185632800::NA::NA,0.7488074,11380
enhancers::chr1:185817800-185820400::NA::NA,0.7488074,11381
enhancers::chr1:185830200-185832000::NA::NA,0.7488074,11382
enhancers::chr1:186500600-186501400::NA::NA,0.7488074,11394
enhancers::chr1:186504000-186506400::NA::NA,0.7488074,11395
enhancers::chr1:186704600-186706200::NA::NA,0.7488074,11401
enhancers::chr1:186707400-186708400::NA::NA,0.7488074,11402
enhancers::chr1:186718800-186720000::NA::NA,0.7488074,11403
enhancers::chr1:186722200-186723000::NA::NA,0.7488074,11404
enhancers::chr1:186723800-186724600::NA::NA,0.7488074,11405
enhancers::chr1:186731800-186732600::NA::NA,0.7488074,11406
enhancers::chr1:197751200-197752600::NA::NA,0.72384834,11518
enhancers::chr1:197936200-197937000::NA::NA,0.72384834,11520
enhancers::chr1:198022600-198023400::NA::NA,0.7693554,11521
enhancers::chr1:198071600-198072400::NA::NA,0.7693554,11523
enhancers::chr1:198082200-198083200::NA::NA,0.7693554,11524
enhancers::chr1:198086800-198088800::NA::NA,0.7693554,11525
enhancers::chr1:198089800-198093200::NA::NA,0.7693554,11526
enhancers::chr1:198094600-198095600::NA::NA,0.7693554,11527
enhancers::chr1:198097200-198098000::NA::NA,0.7693554,11528
enhancers::chr1:198303000-198303800::NA::NA,0.7972931,11529
enhancers::chr1:198416600-198418600::NA::NA,0.7972931,11530
enhancers::chr1:204403400-204405400::NA::NA,0.7555468,11612
enhancers::chr1:204406800-204414200::NA::NA,0.7555468,11613
enhancers::chr1:204497600-204498200::NA::NA,0.7555468,11614
enhancers::chr1:204512000-204515600::NA::NA,0.7555468,11615
enhancers::chr1:204525400-204526400::NA::NA,0.7555468,11616
enhancers::chr20:49180800-49186200::NA::NA,0.7341937,13744
enhancers::chr20:52249000-52250800::NA::NA,0.7555468,13778
enhancers::chr20:52302200-52303000::NA::NA,0.7972931,13779
enhancers::chr20:52334200-52336400::NA::NA,0.7972931,13780
enhancers::chr20:52674800-52675600::NA::NA,0.72384834,13782
enhancers::chr20:52694800-52696000::NA::NA,0.72384834,13783
enhancers::chr20:52845400-52846200::NA::NA,0.72384834,13784
enhancers::chr20:52871800-52874200::NA::NA,0.72384834,13785
enhancers::chr20:52893200-52894000::NA::NA,0.72384834,13786
enhancers::chr20:52908000-52909200::NA::NA,0.7693554,13787
enhancers::chr20:57244200-57246400::NA::NA,0.72384834,13830
enhancers::chr20:57258000-57258600::NA::NA,0.72384834,13831
enhancers::chr20:57259600-57260200::NA::NA,0.72384834,13832
enhancers::chr20:57270600-57274200::NA::NA,0.72384834,13833
enhancers::chr20:57479400-57480200::NA::NA,0.72384834,13834
enhancers::chr20:57483000-57484800::NA::NA,0.72384834,13835
enhancers::chr20:57513200-57514800::NA::NA,0.7555468,13837
enhancers::chr20:57516600-57517200::NA::NA,0.7555468,13838
enhancers::chr20:57519400-57520200::NA::NA,0.7555468,13839
enhancers::chr20:57562400-57565600::NA::NA,0.7555468,13840
enhancers::chr20:57566000-57567000::NA::NA,0.7555468,13841
enhancers::chr20:57567200-57570000::NA::NA,0.7555468,13842
enhancers::chr20:57570400-57571600::NA::NA,0.7555468,13843
enhancers::chr20:57599800-57601400::NA::NA,0.7555468,13844
enhancers::chr3:120269200-120270200::NA::NA,0.81413746,17745
enhancers::chr6:3082200-3082800::NA::NA,0.7071916,24852
enhancers::chr8:90828800-90829400::NA::NA,0.72384834,28460
enhancers::chr8:90982800-90984800::NA::NA,0.7555468,28462
enhancers::chr8:91005000-91006400::NA::NA,0.72384834,28463
enhancers::chr9:32486600-32488600::NA::NA,0.7510402,29334
enhancers::chr9:32738400-32739200::NA::NA,0.7377806,29336
enhancers::chr9:32741400-32743000::NA::NA,0.7377806,29337
gc19_pc.5utr::gencode::GDF1::ENSG00000130283.7,0.76559496,56797
gc19_pc.promCore::gencode::GDF1::ENSG00000130283.7,0.76559496,76410
gc19_pc.promCore::gencode::IFRG15::ENSG00000258664.1,0.7071916,77737
lncrna.ncrna::gencode::RP11-75C23.1::ENSG00000230260.1,0.7555468,91727
lncrna.ncrna::gencode::RP4-806M20.5::ENSG00000270279.1,0.72384834,91965
lncrna.promCore::gencode::RP11-75C23.1::ENSG00000230260.1,0.7555468,97260
lncrna.promCore::gencode::RP4-806M20.5::ENSG00000270279.1,0.72384834,97481
lncrna.ss::gencode::RP11-75C23.1::ENSG00000230260.1,0.7555468,102288
lncrna.ss::gencode::RP4-806M20.5::ENSG00000270279.1,0.72384834,102470
mirna.prom::chr1:167958220-167958620_1::NA::NA,0.7071916,105382
mirna.prom::chr1:168338101-168338291_1::NA::NA,0.7071916,105383
mirna.prom::chr20:57425958-57426129_1::NA::NA,0.72384834,105466
mirna_mat::mirbase_mature::hsa-miR-1255b-2-3p::MIMAT0022725,0.7071916,106024
mirna_mat::mirbase_mature::hsa-miR-1255b-5p::MIMAT0005945,0.7071916,106025
mirna_mat::mirbase_mature::hsa-miR-296-3p::MIMAT0004679,0.72384834,106421
mirna_mat::mirbase_mature::hsa-miR-296-5p::MIMAT0000690,0.72384834,106422
mirna_mat::mirbase_mature::hsa-miR-298::MIMAT0004901,0.72384834,106424
mirna_mat::mirbase_mature::hsa-miR-4424::MIMAT0018939,0.7071916,107015
mirna_mat::mirbase_mature::hsa-miR-4532::MIMAT0019071,0.7693554,107163
mirna_mat::mirbase_mature::hsa-miR-4756-3p::MIMAT0019900,0.72384834,107382
mirna_mat::mirbase_mature::hsa-miR-4756-5p::MIMAT0019899,0.72384834,107383
mirna_mat::mirbase_mature::hsa-miR-557::MIMAT0003221,0.7071916,107815
mirna_pre::mirbase_pre::hsa-mir-1255b-2::MI0006436,0.7071916,108775
mirna_pre::mirbase_pre::hsa-mir-296::MI0000747,0.72384834,109022
mirna_pre::mirbase_pre::hsa-mir-298::MI0005523,0.72384834,109024
mirna_pre::mirbase_pre::hsa-mir-4424::MI0016763,0.7071916,109457
mirna_pre::mirbase_pre::hsa-mir-4532::MI0016899,0.7693554,109586
mirna_pre::mirbase_pre::hsa-mir-4756::MI0017397,0.72384834,109727
mirna_pre::mirbase_pre::hsa-mir-557::MI0003563,0.7071916,109996
smallrna.ncrna::gencode::RN7SL70P::ENSG00000241172.2,0.81142247,111574
smallrna.ncrna::gencode::RNA5SP69::ENSG00000201347.1,0.7071916,112237
smallrna.ncrna::gencode::RNU7-14P::ENSG00000238468.1,0.7555468,113989
smallrna.ncrna::gencode::RNU7-183P::ENSG00000252407.1,0.7488074,114023
smallrna.ncrna::gencode::Y_RNA::ENSG00000201596.1,0.7488074,115419
smallrna.ncrna::gencode::Y_RNA::ENSG00000207108.1,0.7488074,115635
smallrna.ncrna::rfam::GNAS-AS1_1::RF02127.1.8052,0.72384834,116545
smallrna.ncrna::rfam::GNAS-AS1_3::RF02129.1.8054,0.72384834,116547
smallrna.ncrna::rfam::GNAS-AS1_4::RF02130.1.8055,0.72384834,116548
smallrna.ncrna::rfam::GNAS-AS1_5::RF02131.1.8056,0.72384834,116549
smallrna.ncrna::rfam::RSV_RNA::RF01417.19.695,0.7071916,117150
smallrna.ncrna::rfam::U7::RF00066.17.686,0.75451255,117524
smallrna.ncrna::rfam::mir-548::RF01061.4.4426,0.7377806,118095
smallrna.ncrna::rfam::mir-557::RF01004.1.655,0.7071916,118187
smallrna.ncrna::trnascanse::Lys.TTT::id.trna.62,0.7555468,119166
smallrna.ncrna::trnascanse::Val.AAC::id.trna.63,0.7071916,119414
