geneid,freq_Intron,freq_IGR,freq_RNA,freq_Missense_Mutation,freq_3UTR,freq_lincRNA,freq_5Flank,freq_Silent,freq_5UTR,freq_Splice_Site,freq_Nonsense_Mutation,freq_De_novo_Start_OutOfFrame,freq_Frame_Shift_Del,freq_In_Frame_Del,freq_Frame_Shift_Ins,freq_De_novo_Start_InFrame,freq_Start_Codon_SNP,freq_In_Frame_Ins,freq_Nonstop_Mutation,freq_Start_Codon_Del,freq_Stop_Codon_Del,freq_Stop_Codon_Ins,freq_Start_Codon_Ins,freq_SNP,freq_DNP,freq_TNP,freq_DEL,freq_INS,freq_ONP,sample_count_mean,sample_count_var,gc_mean,gc_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,rep_time,exp_CCLE,AAA_ref,AAC_ref,AAG_ref,AAT_ref,ACA_ref,ACC_ref,ACG_ref,ACT_ref,AGA_ref,AGC_ref,AGG_ref,ATA_ref,ATC_ref,ATG_ref,CAA_ref,CAC_ref,CAG_ref,CCA_ref,CCC_ref,CCG_ref,CGA_ref,CGC_ref,CTA_ref,CTC_ref,GAA_ref,GAC_ref,GCA_ref,GCC_ref,GGA_ref,GTA_ref,TAA_ref,TCA_ref,CADD_mean,CADD_var,CSS_mean,CSS_var,label
lncrna.ncrna::gencode::H19::ENSG00000130600.11,0.0,7.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6412222222222224,0.0028137179487179,1.190476257142857,0.4708216293184319,35.0,-0.8555556666666662,0.0408332741667,81.0,0.9566092931034486,0.1914438042545741,116.0,0.0,0.0,473.0,21.11507286923745,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,7.419038461538461,24.356879478461543,0.3756171923076924,0.0161590077572815,1.0
lncrna.ncrna::gencode::HOTAIR::ENSG00000228630.1,1.0,0.0,20.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,2.0,1.0,0.0,1.027027027027027,0.027027027027027,0.5176052631578947,0.0069873264580369,0.9904762857142858,0.2956580952381514,35.0,-0.8405798478260867,0.0369833013419541,46.0,0.9053499135802467,0.1520403587106049,81.0,0.2114435774278596,0.1259637946519832,202.0,18.498463586774047,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,10.475176470588236,50.4213546345811,0.4902494705882353,0.0391689283632869,1.0
lncrna.ncrna::gencode::HOTTIP::ENSG00000243766.3,0.0,0.0,13.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0384615384615383,0.0384615384615384,0.5003703703703704,0.0144384729344729,1.166666725,0.7478631196581532,40.0,-0.8070176315789475,0.0594541403509122,19.0,1.0508475254237286,0.5500518447951505,59.0,0.1826342321891325,0.189173076459654,385.0,19.78693482392236,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,9.201807692307687,48.29604368153846,0.4835295384615384,0.0317687911583384,1.0
lncrna.ncrna::gencode::LINC-ROR::ENSG00000258609.1,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,3.0,2.0,0.0,1.1794871794871795,0.6774628879892038,0.4438695652173914,0.0050421159420289,1.4710145652173916,1.9637679940711656,22.0,-0.8732026666666665,0.0571563694292266,51.0,1.0590090675675674,0.7085706230491051,73.0,0.045311685063891,0.0558755385211712,629.0,14.194218205175453,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,4.0,2.8879999999999995,11.353330900000003,0.517092195121951,0.0228878309854109,1.0
lncrna.ncrna::gencode::LINC00261::ENSG00000259974.2,0.0,40.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.0,0.0,4.0,4.0,0.0,1.1794871794871795,0.2692307692307693,0.4447971014492752,0.0080004840791283,1.6201551162790693,2.3231817711332954,41.0,-0.8303031818181819,0.0278787333333636,11.0,1.4592593518518513,1.949377857442384,52.0,2.168032047992217,6.392095363217575,627.0,17.81904392975238,6.0,4.0,3.0,4.0,6.0,2.0,2.0,0.0,14.0,4.0,4.0,6.0,4.0,5.0,0.0,3.0,4.0,3.0,2.0,4.0,4.0,7.0,2.0,3.0,1.0,2.0,2.0,5.0,7.0,2.0,2.0,12.0,4.497771653543306,24.387201225221837,0.4779009921259844,0.044212842505738,1.0
lncrna.ncrna::gencode::LINC00511::ENSG00000227036.2,0.0,780.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.0,10.0,0.0,56.0,26.0,0.0,1.787003610108303,4.70319426038477,0.4680464646464649,0.0063723153312702,1.2980392426470582,0.6764404810264216,122.0,-0.8289474736842106,0.0652954996049046,36.0,1.1955939137931024,0.579601444257709,154.0,1.0503717010812963,0.9652750571584864,444.0,18.405789652524344,25.0,9.0,32.0,23.0,33.0,15.0,27.0,28.0,79.0,26.0,40.0,16.0,15.0,21.0,16.0,21.0,22.0,37.0,40.0,19.0,27.0,24.0,8.0,31.0,19.0,13.0,37.0,38.0,52.0,14.0,17.0,74.0,3.7715011185682368,15.954371166292114,0.4830929753914988,0.0380201439640307,1.0
lncrna.ncrna::gencode::MALAT1::ENSG00000251562.3,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,8.0,2.0,0.0,1.0363636363636364,0.0727272727272727,0.3881754385964912,0.0057106472431077,0.972973081081081,0.2214713663664099,37.0,-0.8205129615384615,0.0442734413675584,26.0,0.9100530317460316,0.1521732057803216,63.0,6.478678475828554,3.503871344601026,232.0,23.908937982940884,5.0,2.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0,2.0,9.953195652173914,26.357543627536227,0.384267304347826,0.0152755883557719,1.0
lncrna.ncrna::gencode::MEG3::ENSG00000214548.10,0.0,157.0,137.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1.0,0.0,12.0,4.0,0.0,1.2489795918367348,0.4090665774506524,0.5275098039215692,0.0061062244937319,1.117647176470588,0.5412951966726345,33.0,-0.8533334285714287,0.0623659633987227,35.0,0.9835749855072458,0.3115889181964851,68.0,1.6849386455554984,1.729657313407594,323.0,17.071525210936777,6.0,6.0,14.0,3.0,7.0,6.0,26.0,2.0,15.0,11.0,16.0,6.0,3.0,3.0,5.0,4.0,6.0,13.0,15.0,26.0,6.0,27.0,5.0,2.0,2.0,3.0,7.0,15.0,13.0,4.0,1.0,11.0,3.980961805555555,19.749161569964684,0.5062821250000002,0.0377535249849599,1.0
lncrna.ncrna::gencode::NEAT1::ENSG00000245532.4,0.0,187.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,4.0,0.0,64.0,21.0,0.0,1.1458333333333333,0.1671029668411867,0.4252590909090911,0.0097528777708592,0.972973081081081,0.2214713663664099,37.0,-0.8205129615384615,0.0442734413675584,26.0,0.9100530317460316,0.1521732057803216,63.0,5.5636991982624,1.902261110880196,242.0,22.493158411950727,9.0,2.0,4.0,7.0,3.0,2.0,3.0,1.0,15.0,1.0,5.0,7.0,2.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,5.0,3.0,3.0,12.0,4.992709923664124,10.034683053669989,0.3653349007633586,0.0317009962244131,1.0
lncrna.ncrna::gencode::PCAT1::ENSG00000253438.2,0.0,535.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,2.0,1.0,40.0,19.0,0.0,1.416243654822335,1.9637049379367373,0.3939534050179213,0.0046200768196238,1.963829808510639,2.3203431671314285,224.0,-0.7500001666666666,0.0416666333333666,6.0,1.9336099834024905,2.2991201598125413,230.0,0.2638168065506411,0.0900004242639183,541.0,15.314477034899472,20.0,10.0,21.0,17.0,20.0,14.0,15.0,21.0,40.0,11.0,24.0,18.0,11.0,15.0,7.0,7.0,10.0,14.0,16.0,6.0,18.0,9.0,8.0,12.0,14.0,6.0,17.0,8.0,23.0,11.0,16.0,37.0,3.6222338709677415,13.348129403779735,0.5346394798387099,0.0361585049063551,1.0
lncrna.ncrna::gencode::PTCSC3::ENSG00000259104.2,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,7.0,5.0,0.0,1.1363636363636365,0.1186675919500346,0.3854733333333334,0.0057748281431767,1.3083333833333337,0.9913605825800712,58.0,-0.8015874285714287,0.0517195185185571,21.0,1.176954802469136,0.7939899825789102,79.0,0.2710224258820109,0.4709920197244057,534.0,12.735979039613404,7.0,7.0,8.0,5.0,3.0,2.0,2.0,2.0,14.0,5.0,4.0,7.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,0.0,3.0,3.0,3.0,9.0,4.0,2.0,1.0,1.0,6.0,1.0,9.0,11.0,5.17286231884058,21.475459944409177,0.444263420289855,0.0319810914908147,1.0
lncrna.ncrna::gencode::PVT1::ENSG00000249859.3,0.0,935.0,74.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,9.0,0.0,58.0,21.0,0.0,1.7704347826086957,5.034316012725345,0.4624125736738703,0.005148272093468,1.987206591549297,2.208736298452226,247.0,-0.8703704444444446,0.0679011450617777,9.0,1.9529010443686008,2.1797831005532764,255.0,0.0,0.0,410.0,19.50312500812728,36.0,21.0,22.0,29.0,34.0,22.0,31.0,26.0,78.0,29.0,28.0,27.0,14.0,23.0,10.0,27.0,26.0,37.0,33.0,29.0,18.0,32.0,6.0,27.0,16.0,13.0,36.0,36.0,46.0,14.0,27.0,77.0,2.8747683982684005,7.590227580105334,0.489464027056277,0.0402176701749776,1.0
lncrna.ncrna::gencode::RP11-838N2.4::ENSG00000266835.1,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0,1.09375,0.28125,0.474142857142857,0.0029303025210084,1.4752137179487177,1.6186968032688924,38.0,-0.9333334,0.0507935492064,15.0,1.3246914074074072,1.2340118157621331,53.0,0.5899402763203317,0.3380201815752441,153.0,19.465169790901008,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.038060606060605,8.344910933712121,0.5679762424242424,0.0219559064233768,1.0
