geneid,score,index_i
enhancers::chr11:76804800-76808000::NA::NA,0.8015054,2338
enhancers::chr11:77091400-77092800::NA::NA,0.6717466,2348
enhancers::chr11:77281600-77282400::NA::NA,0.8458876,2355
enhancers::chr11:77355400-77356000::NA::NA,0.96697146,2357
enhancers::chr11:77360600-77361800::NA::NA,0.96697146,2358
enhancers::chr11:77387400-77388000::NA::NA,0.9805664,2361
enhancers::chr11:77421600-77422200::NA::NA,0.8336697,2362
enhancers::chr11:77467800-77468400::NA::NA,0.8336697,2364
enhancers::chr11:77622000-77622800::NA::NA,0.8015054,2366
enhancers::chr11:77641400-77642200::NA::NA,0.8015054,2368
enhancers::chr11:78163000-78163600::NA::NA,0.73970264,2373
enhancers::chr11:863000-874200::NA::NA,0.8399858,2430
enhancers::chr11:966800-971400::NA::NA,0.9086608,2572
enhancers::chr11:986000-986800::NA::NA,0.87434703,2579
enhancers::chr12:1012400-1015800::NA::NA,0.8732849,2607
enhancers::chr12:104652000-104652800::NA::NA,0.6559465,2665
enhancers::chr12:104668600-104669800::NA::NA,0.6559465,2667
enhancers::chr12:104702400-104703800::NA::NA,0.6559465,2668
enhancers::chr12:1077400-1078000::NA::NA,0.8583437,2724
enhancers::chr12:1090400-1091000::NA::NA,0.8498466,2738
enhancers::chr12:113602800-113603800::NA::NA,0.8243074,2850
enhancers::chr12:113604200-113605400::NA::NA,0.8243074,2851
enhancers::chr12:120578000-120578600::NA::NA,0.86386514,2918
enhancers::chr12:120580200-120580800::NA::NA,0.86386514,2919
enhancers::chr12:120620200-120622000::NA::NA,0.6639,2920
enhancers::chr12:120647600-120650400::NA::NA,0.6639,2922
enhancers::chr12:120656600-120657200::NA::NA,0.6639,2923
enhancers::chr12:120657600-120659600::NA::NA,0.6639,2924
enhancers::chr12:120660000-120661400::NA::NA,0.6639,2925
enhancers::chr12:121208200-121209600::NA::NA,0.6274797,2935
enhancers::chr12:121213400-121215000::NA::NA,0.6274797,2936
enhancers::chr12:121764800-121766200::NA::NA,0.6921437,2952
enhancers::chr12:121769000-121770000::NA::NA,0.6921437,2953
enhancers::chr12:122617000-122618000::NA::NA,0.78984916,2970
enhancers::chr12:123647000-123648000::NA::NA,0.61730397,3000
enhancers::chr12:123648800-123649800::NA::NA,0.61730397,3001
enhancers::chr12:123955800-123957600::NA::NA,0.6075949,3012
enhancers::chr12:123975800-123978200::NA::NA,0.6075949,3013
enhancers::chr12:123986400-123987400::NA::NA,0.6075949,3014
enhancers::chr12:123988600-123989200::NA::NA,0.6075949,3015
enhancers::chr12:123992800-123993800::NA::NA,0.6075949,3016
enhancers::chr12:124006600-124008400::NA::NA,0.97115135,3017
enhancers::chr12:124030600-124031600::NA::NA,0.97115135,3018
enhancers::chr12:124037600-124038600::NA::NA,0.97115135,3019
enhancers::chr12:124101000-124102400::NA::NA,0.97945875,3023
enhancers::chr12:124128800-124130000::NA::NA,0.8082344,3025
enhancers::chr12:124210000-124211200::NA::NA,0.8341347,3027
enhancers::chr12:124216200-124217200::NA::NA,0.8341347,3028
enhancers::chr12:124353400-124354600::NA::NA,0.6744483,3030
enhancers::chr12:124955000-124956000::NA::NA,0.6469155,3036
enhancers::chr12:125613600-125615000::NA::NA,0.8341347,3038
enhancers::chr12:13093200-13093800::NA::NA,0.6266181,3055
enhancers::chr12:132537000-132538800::NA::NA,0.83739847,3086
enhancers::chr12:132562400-132564000::NA::NA,0.83739847,3089
enhancers::chr12:132564600-132565200::NA::NA,0.83739847,3090
enhancers::chr12:27129600-27130200::NA::NA,0.8500342,3357
enhancers::chr12:2907200-2910800::NA::NA,0.78610456,3398
enhancers::chr12:2913200-2915200::NA::NA,0.78610456,3399
enhancers::chr12:3122200-3125400::NA::NA,0.61480236,3416
enhancers::chr12:56274600-56275800::NA::NA,0.64734924,3714
enhancers::chr12:56386600-56388200::NA::NA,0.93377405,3717
enhancers::chr12:56416600-56418800::NA::NA,0.6892694,3719
enhancers::chr12:57626200-57633800::NA::NA,0.7943216,3765
enhancers::chr12:57662000-57662800::NA::NA,0.8704545,3767
enhancers::chr12:57923400-57924200::NA::NA,0.6267987,3772
enhancers::chr12:57930600-57934200::NA::NA,0.6267987,3773
enhancers::chr12:58204200-58205000::NA::NA,0.91123945,3775
enhancers::chr12:63365400-63366200::NA::NA,0.811497,3817
enhancers::chr12:6373200-6374600::NA::NA,0.6020278,3819
enhancers::chr12:69220800-69221600::NA::NA,0.9456411,3901
enhancers::chr12:6972400-6973400::NA::NA,0.74025226,3915
enhancers::chr12:6996000-6997600::NA::NA,0.7791399,3924
enhancers::chr12:69991200-69992400::NA::NA,0.97328633,3925
enhancers::chr12:72001400-72003000::NA::NA,0.6968824,3962
enhancers::chr12:72086800-72089800::NA::NA,0.6194094,3963
enhancers::chr12:9029400-9030200::NA::NA,0.7035655,4183
enhancers::chr12:9057200-9060400::NA::NA,0.69164735,4186
enhancers::chr12:9094200-9095200::NA::NA,0.7035655,4190
enhancers::chr13:113848200-113849800::NA::NA,0.855328,4511
enhancers::chr13:113851400-113852000::NA::NA,0.855328,4512
enhancers::chr13:113886000-113886800::NA::NA,0.855328,4515
enhancers::chr13:49302200-49303000::NA::NA,0.7003531,4845
enhancers::chr13:49511400-49513800::NA::NA,0.85944915,4849
enhancers::chr13:49620600-49621600::NA::NA,0.85944915,4854
enhancers::chr13:49692400-49693000::NA::NA,0.85944915,4855
enhancers::chr13:49823800-49826600::NA::NA,0.76675737,4856
enhancers::chr13:49930000-49931000::NA::NA,0.80647486,4857
enhancers::chr13:49961000-49962200::NA::NA,0.85944915,4858
enhancers::chr13:50170600-50171600::NA::NA,0.83676594,4859
enhancers::chr13:50314000-50314800::NA::NA,0.6721965,4860
enhancers::chr13:50374400-50375000::NA::NA,0.6805375,4861
enhancers::chr13:50527800-50530400::NA::NA,0.754856,4865
enhancers::chr13:50642800-50645000::NA::NA,0.754856,4867
enhancers::chr13:50736400-50737400::NA::NA,0.7084365,4869
enhancers::chr13:50762600-50763400::NA::NA,0.7084365,4870
enhancers::chr13:50771800-50773200::NA::NA,0.7084365,4871
enhancers::chr14:102487800-102489200::NA::NA,0.82614917,5212
enhancers::chr14:20984800-20985600::NA::NA,0.93780744,5313
enhancers::chr14:21601600-21602400::NA::NA,0.6017422,5322
enhancers::chr14:21820000-21821200::NA::NA,0.9429228,5326
enhancers::chr14:21876000-21877200::NA::NA,0.9429228,5327
enhancers::chr14:21967000-21968400::NA::NA,0.84395796,5329
enhancers::chr14:21973200-21974200::NA::NA,0.84395796,5330
enhancers::chr14:24761200-24762200::NA::NA,0.60721976,5392
enhancers::chr14:31592600-31593800::NA::NA,0.8539515,5431
enhancers::chr14:39938200-39939000::NA::NA,0.6498131,5545
enhancers::chr14:50013200-50014000::NA::NA,0.7263885,5568
enhancers::chr14:50016400-50018000::NA::NA,0.7263885,5569
enhancers::chr14:53130400-53131200::NA::NA,0.7236953,5628
enhancers::chr14:53189000-53192600::NA::NA,0.65005505,5630
enhancers::chr14:58738600-58739600::NA::NA,0.7247238,5720
enhancers::chr14:64901000-64902600::NA::NA,0.91822,5794
enhancers::chr14:67831200-67832800::NA::NA,0.8259645,5815
enhancers::chr14:68117200-68118200::NA::NA,0.86490065,5819
enhancers::chr14:68156800-68157600::NA::NA,0.86490065,5821
enhancers::chr15:59439400-59441200::NA::NA,0.9308829,6584
enhancers::chr15:59442400-59443000::NA::NA,0.9308829,6585
enhancers::chr15:59451000-59451800::NA::NA,0.9308829,6586
enhancers::chr15:75193800-75195600::NA::NA,0.7797751,6743
enhancers::chr15:75221200-75222200::NA::NA,0.7351483,6745
enhancers::chr15:75678000-75679000::NA::NA,0.69803244,6755
enhancers::chr15:75682000-75683000::NA::NA,0.69803244,6756
enhancers::chr15:89726800-89728800::NA::NA,0.7023036,6861
enhancers::chr15:89848400-89849000::NA::NA,0.6009803,6862
enhancers::chr15:89850200-89851200::NA::NA,0.6009803,6863
enhancers::chr15:89864600-89865400::NA::NA,0.6009803,6864
enhancers::chr15:91013000-91014800::NA::NA,0.7549201,6889
enhancers::chr16:1706800-1709000::NA::NA,0.6384966,7051
enhancers::chr16:1732000-1732800::NA::NA,0.6384966,7053
enhancers::chr16:1736800-1742600::NA::NA,0.6384966,7054
enhancers::chr16:1752400-1753800::NA::NA,0.6384966,7057
enhancers::chr16:1793800-1797400::NA::NA,0.6057639,7059
enhancers::chr16:2129200-2129800::NA::NA,0.6644692,7124
enhancers::chr16:28160200-28162400::NA::NA,0.7041375,7260
enhancers::chr16:28172000-28176000::NA::NA,0.7041375,7261
enhancers::chr16:28183000-28187000::NA::NA,0.7041375,7264
enhancers::chr16:3715400-3716400::NA::NA,0.88218594,7334
enhancers::chr16:3793000-3793800::NA::NA,0.8299928,7337
enhancers::chr16:46616400-46617200::NA::NA,0.78179413,7357
enhancers::chr16:46770400-46771600::NA::NA,0.7153359,7365
enhancers::chr16:57247000-57248400::NA::NA,0.7730488,7517
enhancers::chr16:58704000-58704600::NA::NA,0.74111956,7552
enhancers::chr16:665400-667400::NA::NA,0.80407435,7584
enhancers::chr16:669000-670200::NA::NA,0.80407435,7592
enhancers::chr16:68381600-68382200::NA::NA,0.7687031,7627
enhancers::chr16:69147400-69150200::NA::NA,0.6836378,7636
enhancers::chr16:69300000-69301000::NA::NA,0.8443292,7642
enhancers::chr16:69334000-69335000::NA::NA,0.8443292,7644
enhancers::chr16:69415400-69416400::NA::NA,0.6400135,7648
enhancers::chr16:84509200-84510400::NA::NA,0.77107203,7828
enhancers::chr16:84533000-84536800::NA::NA,0.77107203,7831
enhancers::chr16:85664200-85671000::NA::NA,0.87434703,7842
enhancers::chr16:87392000-87397000::NA::NA,0.8381586,7852
enhancers::chr16:87450800-87451800::NA::NA,0.9426201,7853
enhancers::chr16:87761000-87762000::NA::NA,0.87434703,7855
enhancers::chr16:87861000-87866000::NA::NA,0.8277777,7857
enhancers::chr16:89343600-89344600::NA::NA,0.9743037,7887
enhancers::chr16:89352600-89353600::NA::NA,0.9743037,7888
enhancers::chr17:1247600-1248800::NA::NA,0.61305755,7952
enhancers::chr17:17065400-17066000::NA::NA,0.66107655,8012
enhancers::chr17:17071600-17073600::NA::NA,0.66107655,8013
enhancers::chr17:17074000-17076400::NA::NA,0.66107655,8014
enhancers::chr17:18170000-18171400::NA::NA,0.6843275,8033
enhancers::chr17:18183600-18185200::NA::NA,0.62257487,8034
enhancers::chr17:18204600-18205200::NA::NA,0.6122562,8035
enhancers::chr17:18227600-18229200::NA::NA,0.67481524,8037
enhancers::chr17:26653600-26656000::NA::NA,0.7253327,8102
enhancers::chr17:26905800-26907000::NA::NA,0.96691805,8108
enhancers::chr17:26912000-26913000::NA::NA,0.96691805,8109
enhancers::chr17:26937200-26938200::NA::NA,0.97175086,8110
enhancers::chr17:26946600-26948600::NA::NA,0.96771437,8111
enhancers::chr17:26950600-26951600::NA::NA,0.96949524,8112
enhancers::chr17:26968800-26969800::NA::NA,0.96771437,8113
enhancers::chr17:27082200-27084400::NA::NA,0.81817615,8117
enhancers::chr17:27230600-27232000::NA::NA,0.7666869,8123
enhancers::chr17:27241800-27242600::NA::NA,0.7983758,8126
enhancers::chr17:27328800-27332000::NA::NA,0.78611726,8128
enhancers::chr17:27336400-27338600::NA::NA,0.78611726,8129
enhancers::chr17:27413800-27414600::NA::NA,0.7626953,8131
enhancers::chr17:27422800-27424000::NA::NA,0.7626953,8133
enhancers::chr17:27444800-27445600::NA::NA,0.6971345,8136
enhancers::chr17:27447400-27448000::NA::NA,0.6971345,8137
enhancers::chr17:27555000-27556200::NA::NA,0.69455606,8138
enhancers::chr17:27591200-27591800::NA::NA,0.69455606,8139
enhancers::chr17:27900400-27907200::NA::NA,0.68671376,8146
enhancers::chr17:28639000-28639800::NA::NA,0.60746384,8158
enhancers::chr17:30629000-30632600::NA::NA,0.9247918,8181
enhancers::chr17:30805000-30805800::NA::NA,0.8372028,8185
enhancers::chr17:33923600-33926200::NA::NA,0.81065786,8207
enhancers::chr17:33953800-33954800::NA::NA,0.81065786,8208
enhancers::chr17:33993200-33995000::NA::NA,0.8516395,8210
enhancers::chr17:34043000-34045000::NA::NA,0.7140725,8212
enhancers::chr17:36764000-36766200::NA::NA,0.8472077,8255
enhancers::chr17:36924800-36925400::NA::NA,0.82656986,8259
enhancers::chr17:36934000-36934600::NA::NA,0.82656986,8260
enhancers::chr17:36942800-36943400::NA::NA,0.82656986,8261
enhancers::chr17:37840600-37841400::NA::NA,0.71843076,8288
enhancers::chr17:37865800-37866600::NA::NA,0.71843076,8289
enhancers::chr17:38151200-38153600::NA::NA,0.9571098,8292
enhancers::chr17:38187200-38192000::NA::NA,0.97029334,8293
enhancers::chr17:38237200-38237800::NA::NA,0.83888984,8294
enhancers::chr17:38244000-38246000::NA::NA,0.83888984,8295
enhancers::chr17:38289600-38291800::NA::NA,0.83888984,8296
enhancers::chr17:38396000-38397600::NA::NA,0.7069646,8301
enhancers::chr17:38422200-38423200::NA::NA,0.83888984,8302
enhancers::chr17:38435200-38435800::NA::NA,0.83888984,8303
enhancers::chr17:38454600-38455800::NA::NA,0.83888984,8304
enhancers::chr17:39523600-39524800::NA::NA,0.6013327,8316
enhancers::chr17:40029000-40029800::NA::NA,0.62190557,8322
enhancers::chr17:40147600-40149200::NA::NA,0.87293947,8334
enhancers::chr17:40476800-40480000::NA::NA,0.7442777,8344
enhancers::chr17:40695000-40699800::NA::NA,0.64526653,8356
enhancers::chr17:40731000-40732200::NA::NA,0.7091662,8359
enhancers::chr17:43163800-43166600::NA::NA,0.85310316,8399
enhancers::chr17:43172800-43174200::NA::NA,0.85310316,8401
enhancers::chr17:46928000-46934000::NA::NA,0.92489314,8453
enhancers::chr17:48212400-48213600::NA::NA,0.83351773,8471
enhancers::chr17:48748000-48751200::NA::NA,0.83351773,8479
enhancers::chr17:48776600-48777400::NA::NA,0.880444,8481
enhancers::chr17:48883000-48885000::NA::NA,0.8335877,8484
enhancers::chr17:49247600-49248800::NA::NA,0.79588807,8494
enhancers::chr17:49255000-49258200::NA::NA,0.82590693,8495
enhancers::chr17:49261800-49262400::NA::NA,0.82590693,8496
enhancers::chr17:5276600-5277200::NA::NA,0.7923046,8511
enhancers::chr17:54972600-54974400::NA::NA,0.7798502,8537
enhancers::chr17:54979200-54981200::NA::NA,0.7798502,8539
enhancers::chr17:56717000-56718000::NA::NA,0.6295246,8565
enhancers::chr17:57610200-57611800::NA::NA,0.7286071,8583
enhancers::chr17:57733600-57734400::NA::NA,0.9685128,8585
enhancers::chr17:57745000-57749000::NA::NA,0.9685128,8587
enhancers::chr17:57757400-57758200::NA::NA,0.963305,8589
enhancers::chr17:57760600-57761200::NA::NA,0.963305,8590
enhancers::chr17:57994400-57995000::NA::NA,0.97920305,8595
enhancers::chr17:58289400-58290600::NA::NA,0.90608513,8597
enhancers::chr17:58623200-58624000::NA::NA,0.93650985,8607
enhancers::chr17:58639000-58640000::NA::NA,0.93650985,8608
enhancers::chr17:58729600-58731000::NA::NA,0.8646558,8610
enhancers::chr17:58760000-58761400::NA::NA,0.8646558,8611
enhancers::chr17:59356600-59358000::NA::NA,0.879592,8624
enhancers::chr17:59692600-59693600::NA::NA,0.8771066,8626
enhancers::chr17:60110600-60111200::NA::NA,0.8880169,8627
enhancers::chr17:60128400-60131800::NA::NA,0.8880169,8628
enhancers::chr17:60241000-60242200::NA::NA,0.6705809,8631
enhancers::chr17:60255800-60257600::NA::NA,0.6705809,8632
enhancers::chr17:60557400-60558000::NA::NA,0.8880169,8633
enhancers::chr17:60567800-60569000::NA::NA,0.8880169,8634
enhancers::chr17:60597200-60597800::NA::NA,0.8880169,8635
enhancers::chr17:60618600-60622000::NA::NA,0.8646558,8636
enhancers::chr17:60664600-60666000::NA::NA,0.8646558,8638
enhancers::chr17:60765800-60766400::NA::NA,0.87739253,8643
enhancers::chr17:61079000-61079800::NA::NA,0.6366002,8646
enhancers::chr17:61096000-61097600::NA::NA,0.69546425,8647
enhancers::chr17:61103800-61104400::NA::NA,0.69546425,8648
enhancers::chr17:61153000-61154000::NA::NA,0.69546425,8650
enhancers::chr17:61209000-61210200::NA::NA,0.7810354,8653
enhancers::chr17:61426200-61428200::NA::NA,0.8646558,8658
enhancers::chr17:61446400-61447200::NA::NA,0.8646558,8660
enhancers::chr17:61491600-61492200::NA::NA,0.8646558,8661
enhancers::chr17:61717400-61719600::NA::NA,0.7985382,8663
enhancers::chr17:61720200-61725400::NA::NA,0.7985382,8664
enhancers::chr17:61753400-61763000::NA::NA,0.7985382,8665
enhancers::chr17:61785000-61788000::NA::NA,0.8234782,8666
enhancers::chr17:61834600-61835400::NA::NA,0.9725409,8668
enhancers::chr17:61838400-61840400::NA::NA,0.9725409,8669
enhancers::chr17:61864000-61864800::NA::NA,0.9725409,8670
enhancers::chr17:61988200-61991000::NA::NA,0.9157606,8674
enhancers::chr17:62126600-62129600::NA::NA,0.7322065,8676
enhancers::chr17:62480400-62481200::NA::NA,0.8110292,8679
enhancers::chr17:62511400-62512200::NA::NA,0.8110292,8680
enhancers::chr17:62674400-62676200::NA::NA,0.60950387,8684
enhancers::chr17:62720000-62720800::NA::NA,0.60950387,8687
enhancers::chr17:62842800-62843600::NA::NA,0.7985382,8692
enhancers::chr17:62932800-62936000::NA::NA,0.85876334,8693
enhancers::chr17:62947000-62947800::NA::NA,0.85876334,8694
enhancers::chr17:62955400-62956200::NA::NA,0.85876334,8695
enhancers::chr17:64264000-64265000::NA::NA,0.6322033,8708
enhancers::chr17:64272200-64273600::NA::NA,0.6322033,8709
enhancers::chr17:64881200-64882600::NA::NA,0.7080708,8714
enhancers::chr17:65018600-65019200::NA::NA,0.68640304,8719
enhancers::chr17:65107400-65108000::NA::NA,0.79349136,8720
enhancers::chr17:65276800-65278000::NA::NA,0.8772596,8726
enhancers::chr17:65554000-65556000::NA::NA,0.9223807,8731
enhancers::chr17:65721200-65723000::NA::NA,0.6705809,8733
enhancers::chr17:65723400-65724000::NA::NA,0.6705809,8734
enhancers::chr17:65779200-65781000::NA::NA,0.6705809,8736
enhancers::chr17:65848200-65851400::NA::NA,0.6475158,8740
enhancers::chr17:66036400-66037600::NA::NA,0.89568484,8742
enhancers::chr17:66066600-66067400::NA::NA,0.88569427,8744
enhancers::chr17:70840000-70840800::NA::NA,0.6415923,8804
enhancers::chr17:7162200-7163600::NA::NA,0.6216378,8814
enhancers::chr17:73224200-73226000::NA::NA,0.85716933,8829
enhancers::chr17:7435800-7436800::NA::NA,0.7120635,8856
enhancers::chr17:74468600-74470200::NA::NA,0.6747198,8859
enhancers::chr17:74793400-74794600::NA::NA,0.8347524,8863
enhancers::chr17:76804000-76804600::NA::NA,0.64444906,8884
enhancers::chr17:76832800-76833400::NA::NA,0.64444906,8889
enhancers::chr17:7752600-7754600::NA::NA,0.8569913,8892
enhancers::chr17:7770200-7775400::NA::NA,0.7023473,8893
enhancers::chr17:78312800-78313600::NA::NA,0.92463493,8904
enhancers::chr18:20480400-20482000::NA::NA,0.60114175,9084
enhancers::chr18:20500800-20502200::NA::NA,0.6184928,9086
enhancers::chr18:20503200-20503800::NA::NA,0.6184928,9087
enhancers::chr18:20506800-20510200::NA::NA,0.78393924,9088
enhancers::chr18:20600600-20601400::NA::NA,0.68465143,9091
enhancers::chr18:20648600-20654000::NA::NA,0.6413868,9093
enhancers::chr18:21064200-21064800::NA::NA,0.8415679,9096
enhancers::chr18:21332400-21333200::NA::NA,0.821647,9104
enhancers::chr18:21378800-21379800::NA::NA,0.821647,9106
enhancers::chr18:21740600-21741400::NA::NA,0.7123685,9109
enhancers::chr18:3207600-3208200::NA::NA,0.83605814,9249
enhancers::chr18:3225400-3226400::NA::NA,0.79565114,9257
enhancers::chr18:3236000-3236800::NA::NA,0.83605814,9259
enhancers::chr19:10220000-10223000::NA::NA,0.8617256,9661
enhancers::chr19:10283800-10284800::NA::NA,0.8845251,9666
enhancers::chr19:10782600-10784000::NA::NA,0.95708054,9672
enhancers::chr19:11134800-11136600::NA::NA,0.6034085,9690
enhancers::chr19:11215000-11215800::NA::NA,0.6416649,9693
enhancers::chr19:11218800-11219400::NA::NA,0.6416649,9695
enhancers::chr19:12813800-12814400::NA::NA,0.9043111,9714
enhancers::chr19:13258200-13259400::NA::NA,0.93584293,9718
enhancers::chr19:16244600-16254000::NA::NA,0.72428656,9769
enhancers::chr19:16670600-16671200::NA::NA,0.726517,9782
enhancers::chr19:16687600-16688600::NA::NA,0.74374235,9784
enhancers::chr19:18649000-18649800::NA::NA,0.7660191,9821
enhancers::chr19:19015600-19016600::NA::NA,0.6567171,9828
enhancers::chr19:19017000-19018800::NA::NA,0.6567171,9829
enhancers::chr19:19109800-19111000::NA::NA,0.6567171,9832
enhancers::chr19:19134400-19135600::NA::NA,0.6567171,9833
enhancers::chr19:19136800-19139400::NA::NA,0.6567171,9834
enhancers::chr19:2073000-2076800::NA::NA,0.7368708,9864
enhancers::chr19:2129200-2131000::NA::NA,0.8232986,9868
enhancers::chr19:2139400-2140600::NA::NA,0.8232986,9870
enhancers::chr19:2198800-2200600::NA::NA,0.7368708,9874
enhancers::chr19:2446800-2449400::NA::NA,0.81892943,9890
